uid,player_level,character,char_level,path,light_cone,light_cone_level,attack_lvl,skill_lvl,ultimate_lvl,talent_lvl,HP,ATK,DEF,SPD,CRIT Rate,CRIT DMG,DMG Boost,Outgoing Healing Boost,Energy Regeneration Rate,Effect RES,Effect Hit Rate,Break Effect,SPD sub,HP sub,ATK sub,DEF sub,CRIT Rate sub,CRIT DMG sub,Effect RES sub,Effect Hit Rate sub,Break Effect sub,Body,Feet,Sphere,Rope,relic,ornament
a1d44512697311ee8a8b28c2dd2980ba,68,Bronya,80,Wind,But the Battle Isn't Over,80.0,4,10,10,10,4185.0,1688.696,1617.438,137.232,14.072,206.84,22.4,0.0,34.439,18.208,16.848,35.64,13.2,0.0,8.208,33.48,9.072,68.04,8.208,16.848,35.64,CRIT DMG,SPD,HP,Energy Regeneration Rate,"Knight of Purity Palace, Musketeer of Wild Wheat",Sprightly Vonwacq
a1d44512697311ee8a8b28c2dd2980ba,68,Asta,60,Fire,Past and Future,70.0,1,2,2,2,1859.058,878.592,690.75,108.0,7.592,50.0,9.421,0.0,3.11,0.0,8.208,42.368,2.0,7.344,7.344,0.0,2.592,0.0,0.0,8.208,10.368,,,Fire DMG Boost,Energy Regeneration Rate,Thief of Shooting Meteor,Talia: Kingdom of Banditry
a1d44512697311ee8a8b28c2dd2980ba,68,Herta,20,Ice,,,2,3,1,1,1229.911,683.98,193.025,141.132,22.396,139.424,52.08,0.0,19.439,12.528,40.176,0.0,16.1,8.208,35.856,5.4,9.396,24.624,12.528,40.176,0.0,CRIT DMG,SPD,Ice DMG Boost,Energy Regeneration Rate,Hunter of Glacial Forest,Rutilant Arena
a1d44512697311ee8a8b28c2dd2980ba,68,Pela,80,Ice,Before the Tutorial Mission Starts,80.0,3,5,12,8,3921.929,1595.012,1674.446,140.932,7.592,50.0,50.08,0.0,0.0,19.44,117.888,10.368,4.6,56.592,15.552,27.54,2.592,0.0,19.44,14.688,10.368,Effect Hit Rate,SPD,Ice DMG Boost,DEF,"Knight of Purity Palace, Messenger Traversing Hackerspace",Pan-Cosmic Commercial Enterprise
a1d44513697311ee833d28c2dd2980ba,69,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80.0,6,9,9,9,3647.362,3399.683,760.725,108.12,77.02,212.0,61.28,0.0,0.0,16.848,4.32,17.496,0.0,16.416,27.216,0.0,34.02,97.2,16.848,4.32,17.496,CRIT DMG,ATK,Imaginary DMG Boost,ATK,Musketeer of Wild Wheat,Rutilant Arena
a1d44513697311ee833d28c2dd2980ba,69,Seele,80,Quantum,In the Night,80.0,6,10,10,10,3122.234,3625.573,1186.238,115.0,77.332,199.064,10.0,0.0,0.0,3.888,0.0,6.48,0.0,11.664,3.888,19.44,46.332,60.264,3.888,0.0,6.48,CRIT DMG,ATK,ATK,ATK,Genius of Brilliant Stars,Inert Salsotto
a1d44513697311ee833d28c2dd2980ba,69,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80.0,6,9,9,9,9281.667,1349.486,1622.634,146.332,23.7,50.0,0.0,0.0,12.0,54.128,18.144,0.0,21.3,21.6,7.344,36.18,0.0,0.0,34.128,18.144,0.0,HP,SPD,HP,HP,"Guard of Wuthering Snow, Longevous Disciple",Broken Keel
a1d44513697311ee833d28c2dd2980ba,69,Silver Wolf,80,Quantum,Incessant Rain,80.0,4,8,8,8,3203.067,1998.316,1055.141,141.232,57.812,99.896,52.08,0.0,19.439,30.736,57.552,17.496,9.2,18.576,11.664,0.0,20.412,49.896,20.736,15.552,17.496,CRIT Rate,SPD,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,Broken Keel
a1d44514697311eeb62a28c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,5,8,10,8,2775.833,3492.411,1162.455,140.032,76.684,170.552,10.0,0.0,0.0,11.232,7.776,12.312,0.0,0.0,39.312,23.22,13.284,96.552,11.232,7.776,12.312,CRIT Rate,SPD,ATK,ATK,Genius of Brilliant Stars,Inert Salsotto
a1d44514697311eeb62a28c2dd2980ba,68,Fu Xuan,80,Quantum,She Already Shut Her Eyes,70.0,3,10,10,9,9106.149,1315.08,1289.217,143.432,32.124,50.0,0.0,0.0,12.0,36.784,15.12,22.68,12.4,19.872,11.664,9.72,8.424,0.0,26.784,15.12,22.68,HP,SPD,HP,HP,"Longevous Disciple, Messenger Traversing Hackerspace",Fleet of the Ageless
a1d44514697311eeb62a28c2dd2980ba,68,Lynx,70,Quantum,Perfect Timing,80.0,3,8,8,8,3759.229,1039.383,1297.455,127.332,10.508,67.496,0.0,0.0,0.0,42.0,8.208,5.832,2.3,18.576,11.232,19.98,5.508,17.496,0.0,8.208,5.832,,SPD,Lightning DMG Boost,HP,Flex,Fleet of the Ageless
a1d44514697311eeb62a28c2dd2980ba,68,Silver Wolf,70,Quantum,Before the Tutorial Mission Starts,70.0,4,8,7,7,2927.31,1789.452,866.877,138.632,50.036,79.16,52.08,0.0,0.0,0.0,97.152,127.008,6.6,23.76,19.008,14.04,12.636,29.16,0.0,37.152,62.208,CRIT Rate,SPD,Quantum DMG Boost,Break Effect,Genius of Brilliant Stars,Pan-Cosmic Commercial Enterprise
a1d44516697311ee880728c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,6,10,10,10,2883.86,3380.934,1012.989,130.8,84.784,138.8,48.88,0.0,0.0,0.0,0.0,5.832,15.8,7.344,11.664,5.4,21.384,64.8,0.0,0.0,5.832,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
a1d44516697311ee880728c2dd2980ba,68,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,80.0,4,7,8,6,3336.118,2175.91,907.01,149.832,55.868,67.496,56.88,0.0,24.439,0.0,82.192,11.664,17.8,29.808,23.328,14.58,18.468,17.496,0.0,24.192,11.664,CRIT Rate,SPD,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,Sprightly Vonwacq
a1d44516697311ee880728c2dd2980ba,68,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80.0,5,8,8,8,7697.918,1241.856,1578.398,106.6,71.328,103.136,48.88,0.0,12.0,50.672,0.0,10.368,6.6,15.552,0.0,35.64,15.228,53.136,30.672,0.0,10.368,CRIT Rate,HP,Quantum DMG Boost,HP,Genius of Brilliant Stars,Broken Keel
a1d44516697311ee880728c2dd2980ba,68,Lynx,80,Quantum,Time Waits for No One,80.0,5,8,8,8,6150.224,1537.732,1330.437,131.332,10.832,61.664,0.0,56.561,19.439,37.76,0.0,38.88,6.3,31.536,12.096,15.12,5.832,11.664,23.76,0.0,38.88,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Passerby of Wandering Cloud,Broken Keel
a1d44519697311ee947b28c2dd2980ba,68,Luocha,80,Imaginary,Echoes of the Coffin,80.0,5,10,10,10,3952.147,3301.219,1126.938,107.06,38.048,126.464,38.88,0.0,24.439,20.304,30.672,25.272,0.0,8.208,4.32,35.64,33.048,11.664,20.304,30.672,25.272,CRIT DMG,ATK,Imaginary DMG Boost,Energy Regeneration Rate,Musketeer of Wild Wheat,Sprightly Vonwacq
a1d44519697311ee947b28c2dd2980ba,68,Trailblazer,80,Fire,We Are Wildfire,50.0,6,11,10,12,4176.386,1604.985,2497.226,95.0,26.708,68.144,0.0,0.0,0.0,7.776,39.312,23.328,0.0,7.344,14.688,15.66,21.708,18.144,7.776,39.312,23.328,HP,DEF,HP,DEF,Knight of Purity Palace,Belobog of the Architects
a1d44519697311ee947b28c2dd2980ba,68,Bronya,80,Wind,Memories of the Past,70.0,5,10,10,10,2486.764,1525.555,1123.605,106.5,15.109,102.312,71.28,0.0,0.0,20.454,20.563,72.582,7.5,13.565,3.888,22.356,4.925,12.312,10.454,20.563,5.184,CRIT Rate,ATK,Wind DMG Boost,Break Effect,"Eagle of Twilight Line, Hunter of Glacial Forest",Celestial Differentiator
a1d44519697311ee947b28c2dd2980ba,68,Seele,80,Quantum,Cruising in the Stellar Sea,80.0,6,10,10,10,2705.138,2844.502,987.39,140.032,65.388,138.152,48.88,0.0,0.0,15.552,35.856,17.496,0.0,3.888,15.552,0.0,11.988,64.152,15.552,35.856,17.496,CRIT Rate,SPD,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Space Sealing Station
a1d4451c697311ee904b28c2dd2980ba,68,Kafka,80,Lightning,Patience Is All You Need,80.0,6,10,10,10,3397.517,3675.003,1120.26,138.532,5.0,50.0,48.88,0.0,0.0,30.672,49.104,35.64,13.5,3.456,20.304,14.58,0.0,0.0,30.672,31.104,35.64,ATK,SPD,Lightning DMG Boost,ATK,"Band of Sizzling Thunder, Musketeer of Wild Wheat",Space Sealing Station
a1d4451c697311ee904b28c2dd2980ba,68,Fu Xuan,80,Quantum,Landau's Choice,80.0,3,6,3,6,5099.605,1205.936,1408.024,128.132,22.392,62.312,0.0,0.0,16.174,33.328,0.0,10.368,11.5,3.888,6.912,29.16,10.692,12.312,23.328,0.0,10.368,HP,SPD,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Longevous Disciple",Broken Keel
a1d4451c697311ee904b28c2dd2980ba,68,Seele,80,Quantum,Sleep Like the Dead,80.0,2,7,7,6,3157.773,3240.16,1063.827,115.0,64.292,131.98,48.88,0.0,0.0,7.344,12.528,11.664,0.0,17.28,24.192,19.44,26.892,22.68,7.344,12.528,11.664,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Celestial Differentiator
a1d4451c697311ee904b28c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80.0,6,8,7,8,3504.953,2658.379,864.452,139.752,71.188,167.936,61.28,0.0,0.0,12.096,11.664,24.624,6.6,6.912,16.416,0.0,28.188,53.136,12.096,11.664,24.624,CRIT DMG,SPD,Imaginary DMG Boost,ATK,Musketeer of Wild Wheat,Rutilant Arena
a1d4451d697311ee891028c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,On the Fall of an Aeon,80.0,6,9,8,9,3664.294,2908.353,831.692,110.6,70.244,150.44,54.88,0.0,0.0,0.0,11.232,21.384,8.6,26.784,3.888,4.32,18.144,100.44,0.0,11.232,21.384,CRIT Rate,ATK,Imaginary DMG Boost,ATK,"Musketeer of Wild Wheat, Flex",Rutilant Arena
a1d4451d697311ee891028c2dd2980ba,68,Yanqing,80,Ice,Cruising in the Stellar Sea,70.0,1,8,9,8,2633.489,3073.713,886.493,111.6,54.372,183.488,56.88,0.0,0.0,0.0,15.12,43.416,2.6,8.208,19.872,0.0,33.372,68.688,0.0,15.12,43.416,CRIT DMG,ATK,Ice DMG Boost,ATK,Hunter of Glacial Forest,Space Sealing Station
a1d4451d697311ee891028c2dd2980ba,68,Qingque,80,Quantum,The Birth of the Self,70.0,6,8,9,10,2653.349,2126.561,903.558,123.032,31.468,162.752,53.28,0.0,0.0,8.208,23.76,17.496,0.0,3.456,19.872,14.04,18.468,47.952,8.208,23.76,17.496,CRIT DMG,SPD,Quantum DMG Boost,ATK,Band of Sizzling Thunder,Rutilant Arena
a1d44520697311eeb04728c2dd2980ba,68,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80.0,6,10,10,10,6940.0,1673.134,1411.438,125.032,32.124,107.024,0.0,0.0,31.439,23.888,0.0,11.016,0.0,10.368,40.176,14.04,8.424,57.024,3.888,0.0,11.016,HP,SPD,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Longevous Disciple",Broken Keel
a1d44520697311eeb04728c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,5,8,8,8,3265.155,3129.311,1135.271,117.0,55.3,181.698,48.88,0.0,0.0,12.096,0.0,6.48,2.0,8.208,15.984,9.18,24.3,53.784,12.096,0.0,6.48,CRIT DMG,ATK,Quantum DMG Boost,ATK,"Genius of Brilliant Stars, Musketeer of Wild Wheat",Inert Salsotto
a1d44520697311eeb04728c2dd2980ba,68,Silver Wolf,80,Quantum,Incessant Rain,80.0,5,9,9,9,3174.702,2140.799,1072.662,137.032,25.412,87.584,29.017,0.0,0.0,11.232,88.864,96.93,9.2,19.44,10.8,14.04,20.412,37.584,11.232,11.664,11.016,Effect Hit Rate,SPD,Quantum DMG Boost,Break Effect,"Musketeer of Wild Wheat, Thief of Shooting Meteor",Talia: Kingdom of Banditry
a1d44520697311eeb04728c2dd2980ba,68,Clara,80,Physical,On the Fall of an Aeon,80.0,6,10,10,10,3356.838,3379.747,1258.901,92.3,22.85,139.942,24.4,0.0,0.0,11.664,0.0,27.864,2.3,7.344,3.888,27.756,9.85,25.142,11.664,0.0,27.864,CRIT DMG,ATK,ATK,ATK,Champion of Streetwise Boxing,Inert Salsotto
a1d44521697311eea02128c2dd2980ba,68,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,80.0,2,9,9,9,2959.25,1824.401,864.263,148.132,57.388,67.496,56.88,0.0,19.439,27.648,108.976,40.824,16.1,8.64,0.0,9.18,11.988,17.496,27.648,50.976,40.824,CRIT Rate,SPD,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,Inert Salsotto
a1d44521697311eea02128c2dd2980ba,68,Hook,80,Fire,,,3,10,9,8,2334.038,1401.932,369.946,98.9,52.787,108.012,48.88,0.0,0.0,15.984,0.0,11.016,4.9,3.888,19.872,4.86,29.16,44.712,15.984,0.0,11.016,CRIT Rate,ATK,Fire DMG Boost,ATK,Firesmith of Lava-Forging,Rutilant Arena
a1d44521697311eea02128c2dd2980ba,68,Seele,80,Quantum,Sleep Like the Dead,80.0,6,10,10,10,2841.522,3111.245,1001.676,123.6,80.392,194.072,48.88,0.0,0.0,7.776,12.096,11.664,8.6,7.344,3.456,8.64,34.992,90.072,7.776,12.096,11.664,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
a1d44523697311ee867728c2dd2980ba,68,Kafka,75,Lightning,Patience Is All You Need,80.0,4,10,10,10,3416.064,3515.923,1228.394,129.632,7.916,73.328,48.88,0.0,0.0,20.736,49.536,6.48,4.6,18.576,29.376,18.9,2.916,23.328,20.736,31.536,6.48,ATK,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Space Sealing Station
a1d44523697311ee867728c2dd2980ba,68,Fu Xuan,75,Quantum,She Already Shut Her Eyes,75.0,4,9,6,6,7387.442,1485.528,1636.437,125.032,20.124,83.696,0.0,0.0,31.439,56.768,12.096,0.0,0.0,16.416,23.76,45.9,8.424,33.696,42.768,12.096,0.0,HP,SPD,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Longevous Disciple",Broken Keel
a1d44523697311ee867728c2dd2980ba,68,Silver Wolf,75,Quantum,Incessant Rain,80.0,4,10,10,10,3056.144,2491.568,1035.734,132.032,28.976,66.848,18.0,0.0,5.0,11.664,103.43,28.512,0.0,4.32,19.008,14.04,23.976,16.848,11.664,25.488,28.512,Effect Hit Rate,SPD,ATK,ATK,"Genius of Brilliant Stars, Guard of Wuthering Snow",Sprightly Vonwacq
a1d4452d697311eebb8228c2dd2980ba,69,Kafka,80,Lightning,Patience Is All You Need,80.0,4,12,12,12,3275.538,3652.302,1201.983,154.132,8.24,77.864,48.88,0.0,0.0,23.76,18.0,22.68,29.1,3.888,30.672,20.52,3.24,27.864,23.76,0.0,22.68,ATK,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Space Sealing Station
a1d4452d697311eebb8228c2dd2980ba,69,Seele,80,Quantum,Cruising in the Stellar Sea,80.0,6,10,10,10,2661.526,2936.66,1121.078,121.9,64.416,178.328,48.88,0.0,19.439,15.12,0.0,11.664,6.9,0.0,30.672,20.52,43.416,39.528,15.12,0.0,11.664,CRIT DMG,ATK,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,Space Sealing Station
a1d4452d697311eebb8228c2dd2980ba,69,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80.0,6,10,10,10,8309.31,1460.474,1694.607,132.532,29.856,62.96,0.0,0.0,31.439,14.32,16.416,46.008,7.5,24.624,20.304,36.18,6.156,12.96,4.32,16.416,46.008,HP,SPD,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Longevous Disciple",Fleet of the Ageless
a1d4452d697311eebb8228c2dd2980ba,69,Silver Wolf,80,Quantum,Incessant Rain,80.0,6,10,10,10,2968.465,2151.039,1269.51,132.032,52.304,120.632,56.88,0.0,24.439,15.12,57.984,18.144,0.0,0.0,15.984,29.16,14.904,70.632,15.12,15.984,18.144,CRIT Rate,SPD,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,Sprightly Vonwacq
a1d4452e697311eebd3b28c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,On the Fall of an Aeon,80.0,6,8,8,8,3458.032,2867.062,999.613,110.72,56.204,183.488,61.28,0.0,0.0,3.888,22.896,6.48,2.6,4.32,3.456,28.62,39.204,68.688,3.888,22.896,6.48,CRIT DMG,ATK,Imaginary DMG Boost,ATK,Musketeer of Wild Wheat,
a1d4452e697311eebd3b28c2dd2980ba,68,Kafka,80,Lightning,,,6,10,10,10,2121.515,2412.272,686.621,100.0,31.244,79.16,48.88,0.0,0.0,19.872,21.888,23.328,0.0,20.304,7.776,34.56,26.244,29.16,19.872,3.888,23.328,ATK,ATK,Lightning DMG Boost,ATK,"Band of Sizzling Thunder, Wastelander of Banditry Desert",Space Sealing Station
a1d4452e697311eebd3b28c2dd2980ba,68,Silver Wolf,80,Quantum,In the Name of the World,80.0,3,10,10,10,3036.205,3607.658,1068.736,136.332,63.22,83.696,18.0,0.0,0.0,15.984,34.416,12.96,4.3,0.0,44.064,9.72,17.82,33.696,15.984,16.416,12.96,CRIT Rate,SPD,ATK,ATK,Genius of Brilliant Stars,Inert Salsotto
a1d4452e697311eebd3b28c2dd2980ba,68,Seele,80,Quantum,Sleep Like the Dead,80.0,5,10,10,10,3182.534,3121.717,1146.018,115.0,37.3,238.136,48.88,0.0,0.0,7.776,14.256,12.312,0.0,15.12,7.776,19.44,24.3,69.336,7.776,14.256,12.312,CRIT DMG,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
a1d44532697311ee8ac128c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80.0,6,9,9,9,3278.219,3240.859,1020.027,111.8,77.992,134.888,71.28,0.0,0.0,12.096,0.0,25.92,9.8,0.0,18.576,31.86,2.592,84.888,12.096,0.0,25.92,CRIT Rate,ATK,Imaginary DMG Boost,ATK,Wastelander of Banditry Desert,Rutilant Arena
a1d44532697311ee8ac128c2dd2980ba,68,Yanqing,80,Ice,Cruising in the Stellar Sea,80.0,5,8,8,8,3058.957,3292.772,1119.363,116.2,35.58,166.64,56.88,0.0,0.0,24.192,13.824,0.0,7.2,19.872,16.848,23.76,14.58,51.84,24.192,13.824,0.0,CRIT DMG,ATK,Ice DMG Boost,ATK,Hunter of Glacial Forest,Space Sealing Station
a1d44532697311ee8ac128c2dd2980ba,68,Blade,80,Wind,The Unreachable Side,80.0,6,8,8,8,7243.623,1821.842,943.612,106.5,72.16,174.416,38.88,0.0,0.0,28.576,0.0,17.496,9.5,0.0,23.76,15.66,29.16,59.616,18.576,0.0,17.496,CRIT DMG,HP,Wind DMG Boost,HP,Longevous Disciple,Rutilant Arena
a1d44532697311ee8ac128c2dd2980ba,68,Jing Yuan,80,Lightning,Before Dawn,80.0,3,8,8,9,3177.887,3234.024,1379.508,105.6,60.64,181.256,48.88,0.0,0.0,19.44,7.776,21.184,6.6,11.232,0.0,34.02,35.64,30.456,19.44,7.776,5.184,CRIT DMG,ATK,Lightning DMG Boost,ATK,"Band of Sizzling Thunder, Thief of Shooting Meteor",Inert Salsotto
a1d44537697311ee851528c2dd2980ba,68,Fu Xuan,80,Quantum,Moment of Victory,70.0,2,9,6,8,7607.034,1404.876,1726.787,128.1,14.94,66.848,0.0,0.0,19.439,32.528,24.0,0.0,22.1,12.096,10.8,18.9,3.24,16.848,12.528,0.0,0.0,HP,HP,HP,Energy Regeneration Rate,"Longevous Disciple, Messenger Traversing Hackerspace",Broken Keel
a1d44537697311ee851528c2dd2980ba,68,Blade,80,Wind,The Unreachable Side,80.0,6,8,9,8,7598.887,1749.775,973.647,107.9,63.412,191.264,38.88,0.0,0.0,14.32,6.912,11.664,10.9,16.416,16.416,10.26,20.412,76.464,4.32,6.912,11.664,CRIT DMG,HP,Wind DMG Boost,HP,Longevous Disciple,Rutilant Arena
a1d44537697311ee851528c2dd2980ba,68,Bailu,80,Lightning,Time Waits for No One,80.0,2,8,8,7,8134.534,1453.185,1293.671,100.3,13.424,61.016,0.0,56.561,19.439,51.152,6.912,11.664,2.3,43.2,0.0,18.36,8.424,11.016,37.152,6.912,11.664,Outgoing Healing Boost,HP,HP,Energy Regeneration Rate,Passerby of Wandering Cloud,Broken Keel
a1d44537697311ee851528c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80.0,6,8,9,9,3514.121,3238.265,995.424,108.12,71.512,172.472,61.28,0.0,0.0,7.344,3.888,42.12,0.0,12.096,12.096,10.26,28.512,57.672,7.344,3.888,42.12,CRIT DMG,ATK,Imaginary DMG Boost,ATK,Musketeer of Wild Wheat,Rutilant Arena
a1d44538697311ee890328c2dd2980ba,68,Blade,80,Wind,The Unreachable Side,80.0,6,10,10,10,8189.322,1769.944,1146.894,101.9,66.652,155.624,38.88,0.0,0.0,10.0,0.0,23.328,4.9,38.88,25.92,29.16,23.652,40.824,0.0,0.0,23.328,CRIT DMG,HP,Wind DMG Boost,HP,Longevous Disciple,Inert Salsotto
a1d44538697311ee890328c2dd2980ba,68,Fu Xuan,80,Quantum,Moment of Victory,80.0,6,10,8,10,8271.544,1311.711,2024.971,131.932,18.4,50.0,0.0,0.0,0.0,72.272,36.096,12.312,6.9,27.216,0.0,38.34,0.0,0.0,52.272,12.096,12.312,HP,SPD,HP,HP,"Guard of Wuthering Snow, Longevous Disciple",Broken Keel
a1d44538697311ee890328c2dd2980ba,68,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,80.0,4,10,10,10,3443.505,2212.176,1037.502,134.432,19.256,55.832,29.017,0.0,24.439,10.454,94.53,4.666,6.6,31.536,32.832,27.0,14.256,5.832,10.454,7.776,4.666,Effect Hit Rate,SPD,Quantum DMG Boost,Energy Regeneration Rate,Guard of Wuthering Snow,Sprightly Vonwacq
a1d44538697311ee890328c2dd2980ba,68,Luocha,80,Imaginary,Quid Pro Quo,80.0,2,10,6,9,3800.283,3152.04,1092.735,132.632,16.988,55.832,0.0,44.561,0.0,41.968,22.896,34.344,6.6,3.456,15.984,18.9,11.988,5.832,31.968,22.896,34.344,Outgoing Healing Boost,SPD,ATK,ATK,"Longevous Disciple, Passerby of Wandering Cloud",Broken Keel
a1d4453a697311eeb3cb28c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,5,9,8,8,2813.937,3406.935,1359.187,115.0,74.092,153.056,48.88,0.0,0.0,12.096,3.456,11.664,0.0,0.0,29.376,42.66,10.692,79.056,12.096,3.456,11.664,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Inert Salsotto
a1d4453a697311eeb3cb28c2dd2980ba,68,Silver Wolf,80,Quantum,Incessant Rain,80.0,5,8,8,8,3685.009,2395.012,1232.47,132.032,60.304,61.664,50.348,0.0,19.439,4.32,42.0,22.032,0.0,26.784,36.288,25.38,14.904,11.664,4.32,0.0,22.032,CRIT Rate,SPD,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,Inert Salsotto
a1d4453a697311eeb3cb28c2dd2980ba,68,Jing Yuan,80,Lightning,Before Dawn,80.0,5,8,8,9,3608.978,2842.18,1190.118,126.632,72.628,152.744,48.88,0.0,0.0,11.232,0.0,17.496,2.6,19.008,14.256,20.52,15.228,66.744,11.232,0.0,17.496,CRIT Rate,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Inert Salsotto
a1d4453a697311eeb3cb28c2dd2980ba,68,Welt,80,Imaginary,Good Night and Sleep Well,80.0,5,8,8,8,3185.165,2115.023,1153.111,129.032,65.812,121.28,63.28,0.0,19.439,10.0,3.456,5.832,2.0,13.824,28.944,14.58,20.412,71.28,0.0,3.456,5.832,CRIT Rate,SPD,Imaginary DMG Boost,Energy Regeneration Rate,Wastelander of Banditry Desert,Inert Salsotto
a1d4453e697311eebcb228c2dd2980ba,68,Blade,80,Wind,The Unreachable Side,80.0,6,10,10,10,7974.352,1873.601,1221.164,97.0,71.512,160.16,38.88,0.0,0.0,10.0,0.0,0.0,0.0,26.352,30.24,49.68,28.512,45.36,0.0,0.0,0.0,CRIT DMG,HP,Wind DMG Boost,HP,Longevous Disciple,Inert Salsotto
a1d4453e697311eebcb228c2dd2980ba,68,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,70.0,5,7,7,7,2876.886,2396.206,1024.175,134.332,52.528,94.712,18.0,0.0,19.439,0.0,66.208,24.624,2.3,0.0,16.416,28.08,16.2,44.712,0.0,8.208,24.624,CRIT Rate,SPD,ATK,Energy Regeneration Rate,Genius of Brilliant Stars,Inert Salsotto
a1d4453e697311eebcb228c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,70.0,5,8,9,8,3239.499,3305.314,948.158,113.2,69.892,138.387,71.28,0.0,0.0,0.0,20.304,0.0,11.2,7.776,44.928,29.7,26.892,27.216,0.0,20.304,0.0,CRIT DMG,ATK,Imaginary DMG Boost,ATK,Wastelander of Banditry Desert,Rutilant Arena
a1d4453e697311eebcb228c2dd2980ba,68,Kafka,80,Lightning,Good Night and Sleep Well,70.0,5,7,7,7,3326.055,3110.475,1133.644,125.032,14.396,79.808,46.703,0.0,0.0,0.0,24.912,16.848,0.0,23.76,19.008,27.54,9.396,29.808,0.0,6.912,16.848,ATK,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Space Sealing Station
a1d44540697311eeadf728c2dd2980ba,69,Blade,80,Wind,The Unreachable Side,80.0,5,8,8,8,7105.055,1706.181,983.262,122.032,56.932,189.32,38.88,0.0,0.0,18.208,7.344,11.016,0.0,31.968,15.552,20.52,13.932,74.52,8.208,7.344,11.016,CRIT DMG,SPD,Wind DMG Boost,HP,Longevous Disciple,Inert Salsotto
a1d44540697311eeadf728c2dd2980ba,69,Seele,80,Quantum,In the Night,80.0,5,8,9,9,3277.089,3300.142,1162.721,123.9,63.5,139.448,48.88,0.0,0.0,15.984,0.0,11.664,8.9,19.872,8.64,18.9,8.1,65.448,15.984,0.0,11.664,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Space Sealing Station
a1d44540697311eeadf728c2dd2980ba,69,Sushang,80,Physical,Cruising in the Stellar Sea,80.0,5,11,10,9,2891.667,3000.648,1247.856,115.9,63.344,152.384,48.88,0.0,0.0,7.776,0.0,11.664,8.9,6.912,30.672,28.08,34.344,37.584,7.776,0.0,11.664,CRIT DMG,ATK,Physical DMG Boost,ATK,Champion of Streetwise Boxing,Inert Salsotto
a1d44543697311eeb2cc28c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,On the Fall of an Aeon,80.0,6,8,7,7,3499.425,2596.519,1037.591,127.032,80.404,132.944,61.28,0.0,0.0,3.888,8.64,11.664,0.0,7.776,22.896,29.16,23.004,82.944,3.888,8.64,11.664,CRIT Rate,SPD,Imaginary DMG Boost,ATK,"Musketeer of Wild Wheat, Flex",Rutilant Arena
