uid,player_level,character,char_level,path,light_cone,light_cone_level,attack_lvl,skill_lvl,ultimate_lvl,talent_lvl,HP,ATK,DEF,SPD,CRIT Rate,CRIT DMG,DMG Boost,Outgoing Healing Boost,Energy Regeneration Rate,Effect RES,Effect Hit Rate,Break Effect,SPD sub,HP sub,ATK sub,DEF sub,CRIT Rate sub,CRIT DMG sub,Effect RES sub,Effect Hit Rate sub,Break Effect sub,Body,Feet,Sphere,Rope,relic,ornament
4131008056df11efb24a28c2dd2980ba,70,Fu Xuan,80,Quantum,Day One of My New Life,80.0,5,10,7,10,6421.904,1304.523,1681.59,157.232,17.64,50.0,0.0,0.0,19.439,54.56,16.416,17.496,26.2,31.104,13.824,29.7,3.24,0.0,34.56,16.416,17.496,HP,SPD,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Messenger Traversing Hackerspace",Broken Keel
4131008056df11efb24a28c2dd2980ba,70,Black Swan,80,Wind,Eyes of the Prey,80.0,6,10,10,10,2787.122,3075.588,975.193,143.732,20.552,55.832,53.28,0.0,0.0,3.888,122.08,29.16,16.7,0.0,37.584,15.12,15.552,5.832,3.888,38.88,29.16,Effect Hit Rate,SPD,Wind DMG Boost,ATK,Prisoner in Deep Confinement,Firmament Frontline: Glamoth
4131008056df11efb24a28c2dd2980ba,70,Ruan Mei,80,Ice,Memories of the Past,70.0,1,10,10,10,3744.877,1668.974,1436.437,163.572,10.832,55.184,0.0,0.0,19.439,7.776,0.0,166.78,23.3,4.32,10.8,0.0,5.832,5.184,7.776,0.0,87.48,DEF,SPD,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Messenger Traversing Hackerspace",Fleet of the Ageless
4131008156df11ef961228c2dd2980ba,70,Jingliu,80,Ice,I Shall Be My Own Sword,80.0,4,10,10,10,3711.946,2331.444,1075.163,135.792,48.64,260.876,38.88,0.0,0.0,15.12,6.912,18.144,0.0,4.32,0.0,4.86,35.64,88.776,15.12,6.912,18.144,CRIT DMG,SPD,Ice DMG Boost,ATK,"Messenger Traversing Hackerspace, Musketeer of Wild Wheat",Rutilant Arena
4131008156df11ef961228c2dd2980ba,70,Blade,80,Wind,The Unreachable Side,80.0,6,10,10,10,6494.419,1586.914,859.906,135.532,76.048,170.528,38.88,0.0,0.0,10.0,31.536,22.68,13.5,15.984,7.776,5.4,33.048,55.728,0.0,31.536,22.68,CRIT DMG,SPD,Wind DMG Boost,HP,Longevous Disciple,Rutilant Arena
4131008156df11ef961228c2dd2980ba,70,Acheron,80,Lightning,Along the Passing Shore,80.0,2,10,10,10,2923.302,3731.601,1031.527,108.2,82.66,185.984,46.88,0.0,0.0,8.208,0.0,5.184,7.2,0.0,27.216,23.76,37.26,69.984,8.208,0.0,5.184,CRIT Rate,ATK,Lightning DMG Boost,ATK,Pioneer Diver of Dead Waters,"Sigonia, the Unclaimed Desolation"
4131008156df11ef961228c2dd2980ba,70,Kafka,80,Lightning,Patience Is All You Need,80.0,5,10,10,10,3605.697,4107.489,1126.955,138.532,10.832,55.184,38.88,0.0,0.0,0.0,41.328,23.976,13.5,19.872,48.384,13.5,5.832,5.184,0.0,23.328,23.976,ATK,SPD,Lightning DMG Boost,ATK,Prisoner in Deep Confinement,Firmament Frontline: Glamoth
4131008156df11ef961228c2dd2980ba,70,Topaz & Numby,80,Fire,"Worrisome, Blissful",80.0,6,10,10,10,3143.652,2767.168,1161.495,137.032,84.472,167.288,22.4,0.0,0.0,8.64,11.232,16.2,2.0,12.528,12.528,18.9,41.472,52.488,8.64,11.232,16.2,CRIT DMG,SPD,ATK,ATK,The Ashblazing Grand Duke,Inert Salsotto
4131008156df11ef961228c2dd2980ba,70,Firefly,80,Fire,Whereabouts Should Dreams Rest,80.0,4,10,10,9,3080.945,2428.435,1833.398,154.672,22.172,55.184,0.0,0.0,0.0,25.776,0.0,248.732,14.4,12.528,19.008,35.1,17.172,5.184,7.776,0.0,70.632,ATK,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
4131008156df11ef961228c2dd2980ba,70,Yunli,80,Physical,Dance at Sunset,80.0,4,10,10,10,3810.971,3426.165,1113.946,94.0,100.32,120.344,38.88,0.0,0.0,8.208,15.12,16.848,0.0,7.344,11.232,10.26,50.22,34.344,8.208,15.12,16.848,CRIT Rate,ATK,Physical DMG Boost,ATK,The Wind-Soaring Valorous,"Duran, Dynasty of Running Wolves"
4131008156df11ef961228c2dd2980ba,70,Sparkle,80,Quantum,Past and Future,80.0,2,10,10,10,3919.578,1394.755,1523.394,160.792,18.932,208.136,0.0,0.0,19.439,36.416,7.776,0.0,28.7,7.344,8.208,8.64,13.932,69.336,16.416,7.776,0.0,CRIT DMG,SPD,DEF,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Flex",Broken Keel
4131008456df11ef8cb128c2dd2980ba,70,Acheron,80,Lightning,Along the Passing Shore,80.0,6,10,10,10,3518.156,3740.288,869.477,137.532,56.304,214.976,8.0,0.0,0.0,0.0,3.888,0.0,11.5,19.872,23.328,0.0,47.304,40.176,0.0,3.888,0.0,CRIT DMG,SPD,ATK,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
4131008456df11ef8cb128c2dd2980ba,70,Ruan Mei,80,Ice,Past Self in Mirror,80.0,1,10,10,10,5298.035,1675.277,1394.029,173.672,5.0,56.48,0.0,0.0,19.439,15.552,10.368,171.288,33.4,10.368,11.232,9.72,0.0,6.48,15.552,10.368,68.688,HP,SPD,HP,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Watchmaker, Master of Dream Machinations",Fleet of the Ageless
4131008456df11ef8cb128c2dd2980ba,70,Firefly,80,Fire,Whereabouts Should Dreams Rest,80.0,6,10,10,10,2821.611,2170.955,1514.733,144.632,22.496,62.312,0.0,0.0,0.0,36.144,7.344,284.62,10.6,6.912,34.56,14.58,17.496,12.312,18.144,7.344,74.52,ATK,SPD,Physical DMG Boost,Break Effect,"Iron Cavalry Against the Scourge, Watchmaker, Master of Dream Machinations",Talia: Kingdom of Banditry
4131008456df11ef8cb128c2dd2980ba,70,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,80.0,4,10,10,10,2938.833,2085.438,907.01,150.132,13.424,86.288,56.88,0.0,24.439,3.888,101.2,63.504,18.1,0.0,15.984,14.58,8.424,36.288,3.888,0.0,63.504,Effect Hit Rate,SPD,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,"Penacony, Land of the Dreams"
4131008456df11ef8cb128c2dd2980ba,70,Kafka,80,Lightning,Good Night and Sleep Well,80.0,3,10,10,8,2914.444,3601.471,1201.019,138.832,10.832,50.0,38.88,0.0,0.0,11.664,37.648,36.288,13.8,4.32,42.768,32.94,5.832,0.0,11.664,27.648,36.288,ATK,SPD,Lightning DMG Boost,ATK,Prisoner in Deep Confinement,Firmament Frontline: Glamoth
4131008456df11ef8cb128c2dd2980ba,70,Trailblazer,80,Imaginary,Memories of the Past,70.0,3,11,12,12,3122.354,1319.07,2196.19,163.032,11.156,50.0,8.0,0.0,0.0,3.888,23.76,231.888,33.0,24.624,7.776,0.0,6.156,0.0,3.888,23.76,52.488,DEF,SPD,DEF,Break Effect,"Watchmaker, Master of Dream Machinations",Talia: Kingdom of Banditry
4131008456df11ef8cb128c2dd2980ba,70,Blade,80,Wind,The Unreachable Side,80.0,5,8,9,9,7797.954,1819.888,1049.456,134.332,55.52,168.584,0.0,0.0,0.0,7.344,0.0,0.0,12.3,26.352,26.784,15.66,17.82,53.784,7.344,0.0,0.0,CRIT DMG,SPD,HP,HP,Longevous Disciple,Rutilant Arena
4131008756df11efa4e328c2dd2980ba,70,Firefly,80,Fire,On the Fall of an Aeon,80.0,6,10,10,10,3250.683,2634.829,1390.647,151.472,5.0,62.312,0.0,0.0,0.0,34.416,15.984,173.18,11.2,35.856,19.44,15.12,0.0,12.312,16.416,15.984,55.08,ATK,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
4131008756df11efa4e328c2dd2980ba,70,Aventurine,80,Imaginary,Moment of Victory,80.0,1,10,9,10,3235.723,1583.85,4053.512,153.432,14.72,120.632,8.0,0.0,0.0,36.784,43.552,16.2,22.4,3.456,19.44,23.22,9.72,5.832,26.784,15.552,16.2,CRIT DMG,SPD,DEF,DEF,Knight of Purity Palace,Belobog of the Architects
4131008756df11efa4e328c2dd2980ba,70,Ruan Mei,80,Ice,Memories of the Past,70.0,1,10,10,10,3902.171,1551.229,1449.714,140.932,31.568,61.664,0.0,0.0,24.439,4.32,15.552,176.172,6.9,18.576,7.776,0.0,26.568,11.664,4.32,15.552,73.872,DEF,SPD,HP,Energy Regeneration Rate,"Watchmaker, Master of Dream Machinations",Sprightly Vonwacq
4131008756df11efa4e328c2dd2980ba,70,Fu Xuan,80,Quantum,She Already Shut Her Eyes,70.0,2,10,8,9,7697.264,1397.019,1530.807,139.632,33.304,83.696,0.0,0.0,31.439,12.208,22.896,0.0,8.6,23.76,23.328,42.66,14.904,33.696,8.208,22.896,0.0,HP,SPD,HP,Energy Regeneration Rate,"Longevous Disciple, Messenger Traversing Hackerspace",Fleet of the Ageless
4131008756df11efa4e328c2dd2980ba,70,Acheron,80,Lightning,Along the Passing Shore,80.0,5,10,10,10,3198.728,3544.063,988.042,114.5,60.192,144.992,46.88,0.0,0.0,20.736,12.528,23.328,13.5,3.888,7.344,4.32,18.792,34.992,20.736,12.528,23.328,CRIT Rate,ATK,Lightning DMG Boost,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
4131008756df11efa4e328c2dd2980ba,70,Dr. Ratio,80,Imaginary,Baptism of Pure Thought,80.0,2,9,8,10,3335.073,2980.329,1528.475,135.532,81.812,128.968,38.88,0.0,0.0,0.0,12.096,0.0,7.5,27.216,19.44,39.96,20.412,58.968,0.0,12.096,0.0,CRIT Rate,SPD,Imaginary DMG Boost,ATK,Pioneer Diver of Dead Waters,Inert Salsotto
4131008756df11efa4e328c2dd2980ba,70,Trailblazer,80,Imaginary,Memories of the Past,60.0,1,5,10,10,2553.466,1389.95,1640.202,148.132,14.396,61.664,8.0,0.0,0.0,20.848,22.464,198.056,18.1,4.32,11.664,10.8,9.396,11.664,16.848,22.464,46.656,DEF,SPD,Physical DMG Boost,Break Effect,"Watchmaker, Master of Dream Machinations",Talia: Kingdom of Banditry
4131008756df11efa4e328c2dd2980ba,70,Topaz & Numby,80,Fire,"Worrisome, Blissful",70.0,5,9,8,9,3156.835,2238.977,1103.72,142.832,78.316,139.424,54.88,0.0,0.0,11.232,7.776,11.664,7.8,19.008,23.328,29.16,35.316,24.624,11.232,7.776,11.664,CRIT DMG,SPD,Fire DMG Boost,ATK,The Ashblazing Grand Duke,Inert Salsotto
4131008956df11ef8f1b28c2dd2980ba,70,Firefly,80,Fire,Whereabouts Should Dreams Rest,80.0,7,12,12,12,3056.038,2648.911,1528.831,150.372,8.24,56.48,0.0,0.0,0.0,33.984,7.344,284.452,10.1,15.12,31.104,15.66,3.24,6.48,15.984,7.344,80.352,ATK,SPD,ATK,Break Effect,"Thief of Shooting Meteor, Watchmaker, Master of Dream Machinations",Forge of the Kalpagni Lantern
4131008956df11ef8f1b28c2dd2980ba,70,Qingque,80,Quantum,Today Is Another Peaceful Day,80.0,7,12,12,12,2720.839,2944.532,1135.201,102.3,70.996,165.992,63.28,0.0,0.0,11.232,14.688,6.48,4.3,7.776,3.456,32.4,25.596,115.992,11.232,14.688,6.48,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
4131008956df11ef8f1b28c2dd2980ba,70,Ruan Mei,80,Ice,Memories of the Past,80.0,6,10,10,10,4362.615,1609.018,1628.704,147.232,8.24,50.0,0.0,0.0,24.439,25.92,11.664,197.428,13.2,32.4,15.984,0.0,3.24,0.0,25.92,11.664,88.128,DEF,SPD,HP,Energy Regeneration Rate,"Watchmaker, Master of Dream Machinations, Flex",Sprightly Vonwacq
4131008956df11ef8f1b28c2dd2980ba,70,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,80.0,6,10,10,10,3118.854,1864.067,1448.455,165.132,8.24,61.016,18.0,0.0,19.439,12.096,121.936,65.448,33.1,8.64,7.344,10.26,3.24,11.016,12.096,20.736,65.448,Effect Hit Rate,SPD,DEF,Energy Regeneration Rate,Genius of Brilliant Stars,Fleet of the Ageless
4131008956df11ef8f1b28c2dd2980ba,70,Dr. Ratio,80,Imaginary,Baptism of Pure Thought,80.0,6,10,10,10,2775.109,4160.708,1295.573,135.532,73.052,123.784,0.0,0.0,0.0,6.912,33.696,5.832,7.5,3.456,37.584,18.36,23.652,53.784,6.912,33.696,5.832,CRIT Rate,SPD,ATK,ATK,"Musketeer of Wild Wheat, The Ashblazing Grand Duke",Space Sealing Station
4131008956df11ef8f1b28c2dd2980ba,70,Topaz & Numby,80,Fire,"Worrisome, Blissful",80.0,6,10,10,10,3274.642,2468.013,875.385,137.032,91.6,130.352,61.28,0.0,0.0,17.28,0.0,17.496,2.0,11.664,20.304,0.0,16.2,80.352,17.28,0.0,17.496,CRIT Rate,SPD,Fire DMG Boost,ATK,The Ashblazing Grand Duke,Inert Salsotto
4131008956df11ef8f1b28c2dd2980ba,70,Aventurine,80,Imaginary,Day One of My New Life,80.0,6,10,10,10,3020.381,1190.701,4006.997,138.232,31.568,149.792,14.4,0.0,0.0,35.984,0.0,23.328,7.2,3.456,0.0,34.02,26.568,99.792,15.984,0.0,23.328,DEF,SPD,DEF,DEF,Flex,Broken Keel
4131008956df11ef8f1b28c2dd2980ba,70,Blade,80,Wind,The Unreachable Side,80.0,6,10,10,10,7716.666,1713.323,937.66,116.2,84.796,149.144,38.88,0.0,0.0,10.0,7.776,16.848,19.2,20.736,19.008,10.26,9.396,99.144,0.0,7.776,16.848,CRIT Rate,HP,Wind DMG Boost,HP,Longevous Disciple,Rutilant Arena
4131008d56df11efa95e28c2dd2980ba,70,Firefly,80,Fire,On the Fall of an Aeon,80.0,6,10,10,10,2724.641,2784.106,1325.33,157.172,19.58,50.0,0.0,0.0,0.0,30.528,3.888,188.732,16.9,7.776,35.424,4.86,14.58,0.0,12.528,3.888,70.632,ATK,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
4131008d56df11efa95e28c2dd2980ba,70,Huohuo,80,Wind,Perfect Timing,80.0,2,10,10,10,5602.114,1551.878,1169.996,163.812,5.0,50.0,0.0,34.561,19.439,95.424,7.344,12.312,29.9,22.464,10.8,27.0,0.0,0.0,35.424,7.344,12.312,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,"Longevous Disciple, Messenger Traversing Hackerspace",Broken Keel
4131008d56df11efa95e28c2dd2980ba,70,Acheron,80,Lightning,Along the Passing Shore,80.0,1,10,10,10,3054.781,3372.034,1133.117,105.0,64.08,209.792,46.88,0.0,0.0,3.888,0.0,52.488,4.0,3.888,0.0,19.44,55.08,34.992,3.888,0.0,52.488,CRIT DMG,ATK,Lightning DMG Boost,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
4131008d56df11efa95e28c2dd2980ba,70,Ruan Mei,80,Ice,Memories of the Past,80.0,2,10,10,10,3302.426,1628.969,2185.597,148.132,19.904,62.312,0.0,0.0,24.439,8.208,0.0,202.412,14.1,19.872,8.64,23.22,14.904,12.312,8.208,0.0,77.112,DEF,SPD,DEF,Energy Regeneration Rate,"Thief of Shooting Meteor, Watchmaker, Master of Dream Machinations","Penacony, Land of the Dreams"
4131008d56df11efa95e28c2dd2980ba,70,Jingliu,80,Ice,I Shall Be My Own Sword,80.0,6,10,10,10,3964.937,2388.559,1089.448,136.632,49.288,232.364,48.88,0.0,0.0,11.664,7.344,0.0,6.6,12.096,8.64,19.44,36.288,60.264,11.664,7.344,0.0,CRIT DMG,SPD,Ice DMG Boost,ATK,Hunter of Glacial Forest,Rutilant Arena
4131008d56df11efa95e28c2dd2980ba,70,Black Swan,80,Wind,Eyes of the Prey,80.0,6,10,10,10,3016.163,3286.036,1063.704,146.232,7.592,61.016,14.4,0.0,0.0,23.328,124.304,18.792,19.2,11.232,11.232,20.52,2.592,11.016,23.328,31.104,18.792,Effect Hit Rate,SPD,ATK,ATK,Prisoner in Deep Confinement,Firmament Frontline: Glamoth
4131008d56df11efa95e28c2dd2980ba,70,Bronya,75,Wind,But the Battle Isn't Over,70.0,1,10,10,8,4442.415,1405.072,1122.094,134.872,11.156,184.808,8.0,0.0,29.439,59.312,7.776,24.624,4.9,4.32,3.456,14.04,6.156,46.008,39.312,7.776,24.624,CRIT DMG,SPD,HP,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Flex",Broken Keel
4131008d56df11efa95e28c2dd2980ba,70,Kafka,80,Lightning,Resolution Shines As Pearls of Sweat,80.0,2,10,10,6,3712.57,3706.401,855.5,142.532,10.832,50.0,38.88,0.0,0.0,12.096,42.192,5.184,17.5,40.608,41.04,4.86,5.832,0.0,12.096,24.192,5.184,ATK,SPD,Lightning DMG Boost,ATK,Prisoner in Deep Confinement,Firmament Frontline: Glamoth
4131008e56df11efb4a528c2dd2980ba,70,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80.0,6,10,10,10,8732.775,1466.19,1504.157,135.132,29.532,62.312,0.0,0.0,31.439,37.648,22.032,16.848,10.1,37.584,23.328,30.78,5.832,12.312,27.648,22.032,16.848,HP,SPD,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Longevous Disciple",Fleet of the Ageless
4131008e56df11efb4a528c2dd2980ba,70,Kafka,80,Lightning,Good Night and Sleep Well,80.0,1,10,10,8,3140.798,3690.692,969.186,135.932,21.2,61.016,38.88,0.0,0.0,26.784,37.008,16.848,10.9,7.344,45.36,16.2,16.2,11.016,26.784,19.008,16.848,ATK,SPD,Lightning DMG Boost,ATK,Prisoner in Deep Confinement,Firmament Frontline: Glamoth
4131008e56df11efb4a528c2dd2980ba,70,Acheron,80,Lightning,Along the Passing Shore,80.0,2,10,10,10,3017.644,3758.027,1164.129,103.0,68.94,196.184,46.88,0.0,0.0,0.0,14.688,11.016,2.0,4.32,28.944,30.78,27.54,86.184,0.0,14.688,11.016,CRIT Rate,ATK,Lightning DMG Boost,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
4131008e56df11efb4a528c2dd2980ba,70,Sparkle,80,Quantum,Earthly Escapade,70.0,1,10,10,10,3995.42,1701.514,883.05,153.092,31.892,201.256,0.0,0.0,19.439,20.0,10.8,15.552,21.0,4.32,33.696,0.0,26.892,30.456,0.0,10.8,15.552,CRIT DMG,SPD,Ice DMG Boost,Energy Regeneration Rate,Messenger Traversing Hackerspace,Broken Keel
4131008e56df11efb4a528c2dd2980ba,70,Black Swan,80,Wind,Eyes of the Prey,80.0,6,9,10,10,3108.831,3147.085,837.019,138.532,16.664,50.0,53.28,0.0,0.0,24.192,124.304,23.328,11.5,15.984,44.064,0.0,11.664,0.0,24.192,31.104,23.328,Effect Hit Rate,SPD,Wind DMG Boost,ATK,Prisoner in Deep Confinement,Firmament Frontline: Glamoth
4131008e56df11efb4a528c2dd2980ba,70,Firefly,80,Fire,On the Fall of an Aeon,80.0,1,10,10,10,2740.827,2732.892,1853.309,140.272,5.0,56.48,0.0,0.0,0.0,33.552,10.8,178.364,0.0,8.64,31.968,46.44,0.0,6.48,15.552,10.8,60.264,ATK,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
4131008e56df11efb4a528c2dd2980ba,70,Ruan Mei,80,Ice,Memories of the Past,80.0,1,8,10,10,4577.113,1710.41,1311.185,140.272,5.0,84.992,0.0,0.0,24.439,20.304,11.664,175.652,0.0,3.456,11.664,15.12,0.0,34.992,20.304,11.664,80.352,HP,SPD,HP,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Thief of Shooting Meteor","Penacony, Land of the Dreams"
4131008e56df11efb4a528c2dd2980ba,70,Topaz & Numby,80,Fire,Cruising in the Stellar Sea,80.0,1,9,10,9,3480.956,2608.833,1023.279,112.6,68.54,146.552,48.348,0.0,0.0,3.888,18.576,5.832,2.6,16.416,0.0,4.32,27.54,31.752,3.888,18.576,5.832,CRIT DMG,ATK,Fire DMG Boost,ATK,The Ashblazing Grand Duke,Inert Salsotto
4131008f56df11efad7028c2dd2980ba,70,Seele,80,Quantum,Cruising in the Stellar Sea,80.0,6,12,10,12,2735.103,3068.665,1074.31,117.3,88.94,162.128,48.88,0.0,0.0,12.096,7.776,28.512,2.3,3.456,11.664,15.12,27.54,88.128,12.096,7.776,28.512,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
4131008f56df11efad7028c2dd2980ba,70,Acheron,80,Lightning,Along the Passing Shore,80.0,6,10,10,10,3470.483,2919.609,938.058,135.832,85.04,180.632,46.88,0.0,0.0,0.0,0.0,23.976,9.8,25.056,18.576,10.26,35.64,70.632,0.0,0.0,23.976,CRIT Rate,SPD,Lightning DMG Boost,ATK,Pioneer Diver of Dead Waters,Inert Salsotto
4131008f56df11efad7028c2dd2980ba,70,Firefly,80,Fire,Whereabouts Should Dreams Rest,80.0,6,10,10,10,2923.221,2575.979,1433.005,140.272,10.832,90.824,0.0,0.0,0.0,18.0,19.44,259.1,0.0,6.912,26.352,5.4,5.832,40.824,0.0,19.44,81.0,ATK,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
4131008f56df11efad7028c2dd2980ba,70,Kafka,80,Lightning,Good Night and Sleep Well,80.0,6,10,10,10,3029.144,3554.097,1121.265,151.432,13.424,50.0,38.88,0.0,0.0,8.64,30.096,33.048,26.4,0.0,30.24,35.1,8.424,0.0,8.64,12.096,33.048,ATK,SPD,Lightning DMG Boost,ATK,Prisoner in Deep Confinement,Firmament Frontline: Glamoth
4131008f56df11efad7028c2dd2980ba,70,Black Swan,80,Wind,Eyes of the Prey,80.0,6,10,10,10,3326.329,2927.239,970.616,138.232,13.748,50.0,53.28,0.0,0.0,7.776,145.968,11.664,11.2,23.328,38.016,14.04,8.748,0.0,7.776,42.768,11.664,Effect Hit Rate,SPD,Wind DMG Boost,ATK,Prisoner in Deep Confinement,Pan-Cosmic Commercial Enterprise
4131008f56df11efad7028c2dd2980ba,70,Ruan Mei,80,Ice,Memories of the Past,80.0,6,10,10,10,3900.089,1553.769,1861.024,161.572,13.748,50.0,0.0,0.0,24.439,11.664,0.0,183.172,21.3,4.32,3.456,23.22,8.748,0.0,11.664,0.0,73.872,DEF,SPD,HP,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Thief of Shooting Meteor","Penacony, Land of the Dreams"
4131008f56df11efad7028c2dd2980ba,70,Sparkle,80,Quantum,Past and Future,80.0,6,10,10,10,5257.916,1394.053,1010.596,161.092,11.48,173.792,0.0,0.0,19.439,44.192,3.456,36.288,29.0,14.256,3.888,14.58,6.48,34.992,24.192,3.456,36.288,CRIT DMG,SPD,HP,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Flex",Broken Keel
4131008f56df11efad7028c2dd2980ba,70,Clara,80,Physical,Something Irreplaceable,80.0,5,9,10,10,3838.1,3659.502,977.258,90.0,67.756,136.832,63.28,0.0,0.0,27.648,8.208,10.368,0.0,12.096,8.208,4.32,22.356,86.832,27.648,8.208,10.368,CRIT Rate,ATK,Physical DMG Boost,ATK,Champion of Streetwise Boxing,Rutilant Arena
4131009256df11efb46928c2dd2980ba,70,Himeko,80,Fire,Today Is Another Peaceful Day,80.0,1,10,10,10,2891.969,3348.314,941.373,112.7,43.88,143.312,61.28,0.0,0.0,4.0,17.28,30.456,16.7,6.912,12.096,22.68,6.48,93.312,0.0,17.28,30.456,CRIT Rate,ATK,Fire DMG Boost,ATK,The Ashblazing Grand Duke,Firmament Frontline: Glamoth
4131009256df11efb46928c2dd2980ba,70,Black Swan,80,Wind,Reforged Remembrance,80.0,4,10,10,10,3015.263,3853.435,1382.905,143.732,5.0,50.0,14.4,0.0,0.0,11.232,129.12,18.792,16.7,4.32,50.544,34.02,0.0,0.0,11.232,25.92,18.792,Effect Hit Rate,SPD,ATK,ATK,Prisoner in Deep Confinement,Pan-Cosmic Commercial Enterprise
4131009256df11efb46928c2dd2980ba,70,Jingliu,80,Ice,A Secret Vow,1.0,1,10,10,10,2409.859,1601.463,540.311,149.592,46.696,224.028,42.348,0.0,0.0,15.552,0.0,17.496,13.8,0.0,34.992,4.86,33.696,71.928,15.552,0.0,17.496,CRIT DMG,SPD,Ice DMG Boost,ATK,"Hunter of Glacial Forest, Messenger Traversing Hackerspace",Rutilant Arena
4131009256df11efb46928c2dd2980ba,70,Bronya,80,Wind,Dance! Dance! Dance!,80.0,2,10,12,12,3492.186,1719.603,1582.704,161.872,19.256,162.128,8.0,0.0,19.439,20.0,0.0,22.68,31.9,25.056,30.672,9.72,14.256,23.328,0.0,0.0,22.68,CRIT DMG,SPD,DEF,Energy Regeneration Rate,Messenger Traversing Hackerspace,Broken Keel
4131009256df11efb46928c2dd2980ba,70,Boothill,80,Physical,Sailing Towards a Second Life,80.0,6,10,10,10,3477.819,2047.453,1238.183,152.432,49.129,55.832,38.88,0.0,0.0,0.0,0.0,275.548,20.4,7.344,19.872,29.16,17.172,5.832,0.0,0.0,65.448,CRIT Rate,SPD,Physical DMG Boost,Break Effect,"Thief of Shooting Meteor, Watchmaker, Master of Dream Machinations",Talia: Kingdom of Banditry
4131009256df11efb46928c2dd2980ba,70,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,On the Fall of an Aeon,80.0,6,10,10,10,3835.467,3220.171,922.444,106.9,89.8,134.24,61.28,0.0,0.0,7.344,0.0,0.0,4.9,19.44,19.872,14.58,32.4,84.24,7.344,0.0,0.0,CRIT Rate,ATK,Imaginary DMG Boost,ATK,"Musketeer of Wild Wheat, Prisoner in Deep Confinement",Rutilant Arena
4131009256df11efb46928c2dd2980ba,70,Robin,80,Physical,But the Battle Isn't Over,80.0,1,10,10,10,4458.78,4140.452,1177.811,120.8,19.256,73.976,0.0,0.0,29.439,3.888,8.208,10.368,13.8,19.008,39.744,19.98,14.256,23.976,3.888,8.208,10.368,ATK,ATK,ATK,Energy Regeneration Rate,"Musketeer of Wild Wheat, Prisoner in Deep Confinement",Fleet of the Ageless
4131009256df11efb46928c2dd2980ba,70,Ruan Mei,80,Ice,Memories of the Past,80.0,1,10,10,10,3088.346,1549.309,2238.873,163.872,8.24,72.68,0.0,0.0,24.439,7.344,3.456,170.468,23.6,16.848,7.344,9.18,3.24,22.68,7.344,3.456,75.168,DEF,SPD,DEF,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Thief of Shooting Meteor","Penacony, Land of the Dreams"
4131009356df11ef8ea828c2dd2980ba,70,Firefly,80,Fire,On the Fall of an Aeon,80.0,1,10,10,10,2823.255,2667.083,1280.892,151.772,10.832,80.456,0.0,0.0,0.0,26.208,0.0,223.076,11.5,11.232,25.92,4.32,5.832,30.456,8.208,0.0,104.976,ATK,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
4131009356df11ef8ea828c2dd2980ba,70,Acheron,80,Lightning,Good Night and Sleep Well,80.0,1,10,10,10,3374.031,3714.694,932.861,108.2,78.984,120.008,8.0,0.0,0.0,3.888,23.328,0.0,7.2,26.784,15.12,10.26,37.584,46.008,3.888,23.328,0.0,CRIT Rate,ATK,ATK,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
