uid,player_level,character,char_level,path,light_cone,light_cone_level,attack_lvl,skill_lvl,ultimate_lvl,talent_lvl,HP,ATK,DEF,SPD,CRIT Rate,CRIT DMG,DMG Boost,Outgoing Healing Boost,Energy Regeneration Rate,Effect RES,Effect Hit Rate,Break Effect,relic,ornament
05ac5d77219f11eeb3d128c2dd2980ba,60,Jing Yuan,79,Erudition,The Seriousness of Breakfast,80.0,2,8,8,8,2892.959,2803.97,1047.762,105.3,49.025,120.043,35.878,0.0,0.0,6.653,14.342,40.176,Band of Sizzling Thunder,Celestial Differentiator
05ac5d77219f11eeb3d128c2dd2980ba,60,Yanqing,72,The Hunt,Cruising in the Stellar Sea,71.0,4,6,6,6,2604.414,2287.89,879.634,114.5,44.773,85.699,35.548,0.0,0.0,18.662,10.886,20.995,Musketeer of Wild Wheat,Celestial Differentiator
05ac5d77219f11eeb3d128c2dd2980ba,60,Welt,70,Nihility,Good Night and Sleep Well,60.0,4,6,6,4,2192.466,2025.07,771.421,108.12,27.136,54.147,3.2,0.0,0.0,2.765,27.539,26.827,Musketeer of Wild Wheat,Pan-Galactic Commercial Enterprise
05ac5d78219f11eeaaa928c2dd2980ba,61,Himeko,80,Erudition,The Seriousness of Breakfast,80.0,5,10,9,9,3230.064,3377.497,909.698,102.9,71.968,66.848,71.28,0.0,0.0,20.848,3.888,34.344,"Firesmith of Lava-Forging, Musketeer of Wild Wheat",Inert Salsotto
05ac5d78219f11eeaaa928c2dd2980ba,61,Silver Wolf,80,Nihility,Before the Tutorial Mission Starts,70.0,4,6,6,6,2592.201,1962.241,896.356,120.22,27.395,69.958,9.421,0.0,0.0,3.11,47.456,34.733,Musketeer of Wild Wheat,
05ac5d78219f11eeaaa928c2dd2980ba,61,Jing Yuan,70,Erudition,The Birth of the Self,70.0,4,6,6,6,2179.679,2683.751,966.784,114.14,13.208,72.68,38.88,0.0,0.0,7.776,15.12,10.368,Musketeer of Wild Wheat,
05ac5d78219f11eeaaa928c2dd2980ba,61,Seele,80,The Hunt,Cruising in the Stellar Sea,80.0,5,9,8,8,2654.921,2586.088,1154.102,120.0,74.749,72.631,48.88,0.0,0.0,3.888,7.776,4.147,Genius of Brilliant Stars,Inert Salsotto
05ac5d79219f11ee967c28c2dd2980ba,66,Silver Wolf,80,Nihility,Incessant Rain,80.0,7,12,12,12,3289.004,3207.238,1322.273,109.3,53.924,132.744,56.88,0.0,0.0,7.344,77.44,0.0,Genius of Brilliant Stars,Celestial Differentiator
05ac5d79219f11ee967c28c2dd2980ba,66,Jing Yuan,80,Erudition,Before Dawn,80.0,7,12,12,12,3289.099,3341.13,1289.093,99.0,74.024,164.432,48.88,0.0,0.0,11.232,19.44,24.624,Band of Sizzling Thunder,Space Sealing Station
05ac5d79219f11ee967c28c2dd2980ba,66,Seele,80,The Hunt,In the Night,80.0,7,12,12,12,2944.673,3282.182,1211.41,121.6,51.848,213.968,48.88,0.0,0.0,7.776,7.776,18.144,Genius of Brilliant Stars,Space Sealing Station
05ac5d79219f11ee967c28c2dd2980ba,66,Gepard,80,Preservation,Moment of Victory,80.0,6,8,9,8,3822.766,1562.949,5104.96,104.9,22.82,72.68,22.4,0.0,0.0,22.32,54.464,43.416,Knight of Purity Palace,Belobog of the Architects
05ac5d7a219f11ee882328c2dd2980ba,61,Jing Yuan,80,Erudition,Night on the Milky Way,80.0,2,6,6,9,3468.148,2942.575,1326.708,124.032,66.356,86.288,48.88,0.0,0.0,8.64,0.0,41.472,"Band of Sizzling Thunder, Musketeer of Wild Wheat",Inert Salsotto
05ac5d7a219f11ee882328c2dd2980ba,61,Tingyun,80,Harmony,"Carve the Moon, Weave the Clouds",80.0,3,10,7,5,2672.111,2189.613,861.409,120.32,20.487,70.995,3.2,0.0,5.0,3.456,3.456,0.0,Musketeer of Wild Wheat,Sprightly Vonwacq
05ac5d7a219f11ee882328c2dd2980ba,61,Seele,71,The Hunt,Cruising in the Stellar Sea,70.0,3,6,6,5,2714.935,2128.575,1092.233,144.932,61.824,107.753,35.878,0.0,0.0,3.888,17.626,18.792,Genius of Brilliant Stars,Space Sealing Station
05ac5d7a219f11ee882328c2dd2980ba,61,Bailu,70,Abundance,Post-Op Conversation,70.0,2,6,4,5,5436.425,1234.103,982.652,123.432,13.424,50.0,0.0,10.0,14.0,19.44,4.32,18.144,Passerby of Wandering Cloud,Fleet of the Ageless
05ac5d7b219f11eea23a28c2dd2980ba,61,Tingyun,75,Harmony,"Carve the Moon, Weave the Clouds",60.0,4,8,7,6,2304.767,2228.411,844.366,124.32,18.09,50.0,3.2,0.0,10.326,10.368,2.765,29.29,Musketeer of Wild Wheat,Space Sealing Station
05ac5d7b219f11eea23a28c2dd2980ba,61,Trailblazer,75,Preservation,Day One of My New Life,70.0,5,10,10,9,2811.756,1376.134,2253.268,102.2,7.592,50.0,0.0,0.0,0.0,17.453,9.677,6.48,Knight of Purity Palace,Belobog of the Architects
05ac5d7b219f11eea23a28c2dd2980ba,61,Seele,75,The Hunt,In the Night,80.0,5,10,10,6,2954.623,2790.019,1158.219,148.726,60.454,109.251,42.348,0.0,0.0,7.344,3.888,23.328,"Genius of Brilliant Stars, Musketeer of Wild Wheat",Space Sealing Station
05ac5d7b219f11eea23a28c2dd2980ba,61,Clara,75,Destruction,Something Irreplaceable,70.0,4,8,9,9,3502.707,2349.363,1040.37,96.2,53.565,83.307,35.169,0.0,0.0,0.0,0.0,36.728,Champion of Streetwise Boxing,Inert Salsotto
05ac5d7c219f11ee954328c2dd2980ba,61,Silver Wolf,70,Nihility,Before the Tutorial Mission Starts,70.0,3,8,7,6,2900.207,2047.581,725.853,138.932,16.34,67.496,32.348,0.0,0.0,14.256,78.944,74.12,Thief of Shooting Meteor,Fleet of the Ageless
05ac5d7c219f11ee954328c2dd2980ba,61,Gepard,65,Preservation,Amber,60.0,1,2,6,2,2306.465,800.204,1791.065,96.6,16.988,80.456,3.2,0.0,0.0,18.688,45.274,12.312,Knight of Purity Palace,Belobog of the Architects
05ac5d7c219f11ee954328c2dd2980ba,61,Seele,80,The Hunt,Cruising in the Stellar Sea,80.0,5,8,8,6,3038.351,3140.222,885.154,138.0,47.749,92.46,0.0,0.0,0.0,7.776,0.0,25.142,Musketeer of Wild Wheat,Space Sealing Station
05ac5d7c219f11ee954328c2dd2980ba,61,Clara,65,Destruction,Something Irreplaceable,69.0,2,5,8,2,2394.806,2595.114,995.913,90.0,40.721,60.368,13.2,0.0,0.0,12.096,10.541,33.955,Champion of Streetwise Boxing,Inert Salsotto
05ac5d7d219f11eeac0828c2dd2980ba,61,Silver Wolf,77,Nihility,Before the Tutorial Mission Starts,71.0,4,5,5,5,3063.327,2250.508,867.873,107.0,23.727,104.794,41.194,0.0,0.0,8.986,80.304,13.478,"Genius of Brilliant Stars, Musketeer of Wild Wheat",Pan-Galactic Commercial Enterprise
05ac5d7d219f11eeac0828c2dd2980ba,61,Jing Yuan,70,Erudition,The Seriousness of Breakfast,80.0,5,8,7,6,3070.082,1810.276,1029.701,99.0,22.94,50.0,10.0,0.0,0.0,11.664,18.49,11.016,Band of Sizzling Thunder,Inert Salsotto
05ac5d7d219f11eeac0828c2dd2980ba,61,Sampo,75,Nihility,Fermata,70.0,5,8,8,8,2640.37,1398.473,817.055,106.032,10.832,55.184,0.0,0.0,0.0,19.206,21.232,115.71,Thief of Shooting Meteor,Talia: Kingdom of Banditry
05ac5d7d219f11eeac0828c2dd2980ba,61,Seele,70,The Hunt,In the Night,70.0,5,8,7,7,3726.704,1901.455,913.393,121.6,25.916,128.289,48.88,0.0,0.0,19.526,15.12,5.184,Genius of Brilliant Stars,Celestial Differentiator
05ac5d7e219f11ee98fb28c2dd2980ba,65,Silver Wolf,80,Nihility,Incessant Rain,80.0,6,10,10,10,3551.683,2943.188,1025.505,136.932,39.992,82.4,56.88,0.0,0.0,0.0,86.128,11.664,Genius of Brilliant Stars,Pan-Galactic Commercial Enterprise
05ac5d7e219f11ee98fb28c2dd2980ba,65,Trailblazer,80,Preservation,Texture of Memories,70.0,6,10,10,10,3799.215,1697.056,4334.686,108.8,5.0,61.016,0.0,0.0,0.0,44.08,11.664,11.664,Knight of Purity Palace,Belobog of the Architects
05ac5d7e219f11ee98fb28c2dd2980ba,65,Seele,80,The Hunt,In the Night,80.0,6,10,10,10,3145.586,2884.058,1069.879,144.932,64.148,145.28,48.88,0.0,0.0,18.144,0.0,33.048,Genius of Brilliant Stars,Space Sealing Station
05ac5d7e219f11ee98fb28c2dd2980ba,65,Clara,80,Destruction,Something Irreplaceable,80.0,2,5,6,6,3394.643,3549.974,1086.8,90.0,67.208,130.8,52.08,0.0,0.0,22.896,4.32,40.824,Champion of Streetwise Boxing,Celestial Differentiator
05ac5d7f219f11eebcdd28c2dd2980ba,61,Welt,80,Nihility,We Will Meet Again,80.0,4,6,6,6,2883.809,2530.638,910.268,107.2,7.916,83.307,41.639,0.0,2.488,18.576,22.096,12.312,Wastelander of Banditry Desert,Pan-Galactic Commercial Enterprise
05ac5d7f219f11eebcdd28c2dd2980ba,61,Tingyun,70,Harmony,Past and Future,80.0,5,8,8,7,2717.552,2662.168,961.323,122.52,5.0,55.184,3.2,0.0,0.0,17.798,6.221,30.456,Musketeer of Wild Wheat,Space Sealing Station
05ac5d7f219f11eebcdd28c2dd2980ba,61,Himeko,70,Erudition,The Seriousness of Breakfast,80.0,2,5,3,3,3005.299,2250.169,917.489,100.6,15.592,50.0,49.194,0.0,0.0,19.44,36.565,22.68,Firesmith of Lava-Forging,Inert Salsotto
05ac5d7f219f11eebcdd28c2dd2980ba,61,Seele,80,The Hunt,Cruising in the Stellar Sea,80.0,4,6,6,6,2442.421,2537.688,1169.181,117.3,62.731,90.516,28.911,0.0,0.0,12.096,3.456,10.368,Genius of Brilliant Stars,Space Sealing Station
05ac5d80219f11ee81e028c2dd2980ba,61,Seele,72,The Hunt,In the Night,80.0,5,8,8,8,2858.039,2367.234,985.896,117.0,58.446,72.631,20.202,0.0,0.0,15.293,3.11,11.016,Genius of Brilliant Stars,Space Sealing Station
05ac5d80219f11ee81e028c2dd2980ba,61,Silver Wolf,70,Nihility,Before the Tutorial Mission Starts,80.0,4,6,6,6,2666.764,1890.922,826.715,124.726,5.0,61.664,19.421,0.0,0.0,4.32,96.57,10.368,Genius of Brilliant Stars,Space Sealing Station
05ac5d80219f11ee81e028c2dd2980ba,61,Jing Yuan,70,Erudition,The Seriousness of Breakfast,80.0,5,8,8,8,2615.045,2661.589,987.671,120.066,16.625,59.331,0.0,0.0,0.0,9.331,0.0,22.032,Musketeer of Wild Wheat,Space Sealing Station
05ac5d80219f11ee81e028c2dd2980ba,61,Bronya,70,Harmony,Past and Future,80.0,4,7,7,6,2859.354,1909.698,894.21,114.94,8.24,143.652,11.2,0.0,0.0,14.022,19.44,9.331,Musketeer of Wild Wheat,Space Sealing Station
05ac5d81219f11ee8fa728c2dd2980ba,60,Seele,80,The Hunt,Cruising in the Stellar Sea,80.0,4,6,6,6,2635.23,2570.821,1017.442,115.0,47.896,106.975,35.878,0.0,0.0,3.11,19.008,4.666,Genius of Brilliant Stars,Space Sealing Station
05ac5d81219f11ee8fa728c2dd2980ba,60,Himeko,70,Erudition,Geniuses' Repose,60.0,2,6,6,6,1860.998,1436.284,726.182,98.0,9.666,58.165,24.932,0.0,0.0,4.32,12.96,4.147,Firesmith of Lava-Forging,Space Sealing Station
05ac5d81219f11ee8fa728c2dd2980ba,60,Bronya,80,Harmony,Past and Future,70.0,4,7,6,5,2937.481,1311.884,964.455,123.526,12.582,159.593,11.2,0.0,5.0,14.022,9.677,38.81,Thief of Shooting Meteor,Sprightly Vonwacq
05ac5d82219f11ee96e028c2dd2980ba,62,Seele,80,The Hunt,In the Night,80.0,7,12,12,12,3533.504,2388.062,1226.695,119.6,60.973,186.941,35.878,0.0,0.0,2.765,3.456,39.139,Genius of Brilliant Stars,Celestial Differentiator
05ac5d82219f11ee96e028c2dd2980ba,62,Gepard,80,Preservation,Moment of Victory,80.0,3,4,8,4,3287.751,1249.641,4994.525,98.0,19.58,76.179,3.2,0.0,0.0,12.208,50.525,6.48,Knight of Purity Palace,Belobog of the Architects
05ac5d82219f11ee96e028c2dd2980ba,62,Bronya,80,Harmony,But the Battle Isn't Over,80.0,4,7,7,7,2621.905,1248.761,1093.061,104.226,9.147,69.132,26.0,0.0,33.351,14.8,4.32,18.144,Eagle of Twilight Line,Sprightly Vonwacq
05ac5d82219f11ee96e028c2dd2980ba,62,Bailu,70,Abundance,Time Waits for No One,70.0,4,6,6,6,6682.802,1310.805,1071.94,98.0,10.832,66.978,0.0,22.0,0.0,8.208,15.984,11.664,Passerby of Wandering Cloud,Fleet of the Ageless
05ac5d83219f11ee9bcc28c2dd2980ba,61,Welt,80,Nihility,Before the Tutorial Mission Starts,80.0,5,8,8,8,3682.857,2708.463,1183.37,102.0,58.136,55.832,63.28,0.0,0.0,8.32,74.992,19.44,Wastelander of Banditry Desert,
05ac5d83219f11ee9bcc28c2dd2980ba,61,Yanqing,70,The Hunt,Swordplay,70.0,4,6,6,7,2920.026,2109.289,817.1,114.2,45.824,85.64,56.88,0.0,0.0,22.896,18.144,0.0,Hunter of Glacial Forest,Belobog of the Architects
05ac5d83219f11ee9bcc28c2dd2980ba,61,Bronya,75,Harmony,Dance! Dance! Dance!,72.0,5,8,8,8,3486.083,2283.062,1357.368,102.2,12.776,85.132,26.0,0.0,0.0,19.12,20.995,6.48,Eagle of Twilight Line,Celestial Differentiator
05ac5d83219f11ee9bcc28c2dd2980ba,61,Seele,80,The Hunt,Cruising in the Stellar Sea,80.0,5,8,8,8,3172.33,2955.232,1048.05,115.0,67.98,75.612,48.88,0.0,0.0,34.992,15.552,58.32,Genius of Brilliant Stars,
05ac5d84219f11ee9bb928c2dd2980ba,61,Seele,80,The Hunt,Cruising in the Stellar Sea,80.0,4,8,8,7,2441.927,2710.076,1036.111,122.2,70.472,110.604,42.348,0.0,0.0,7.776,8.208,11.664,Genius of Brilliant Stars,Inert Salsotto
05ac5d84219f11ee9bb928c2dd2980ba,61,Jing Yuan,80,Erudition,Before Dawn,80.0,1,5,6,8,3072.575,3107.921,1056.359,103.9,81.376,123.584,35.817,0.0,0.0,7.776,20.304,29.16,"Band of Sizzling Thunder, Musketeer of Wild Wheat",Inert Salsotto
05ac5d84219f11ee9bb928c2dd2980ba,61,Silver Wolf,70,Nihility,Before the Tutorial Mission Starts,60.0,1,2,2,2,2182.106,1253.964,714.946,123.632,16.664,61.664,10.0,0.0,5.0,3.888,91.606,23.976,Genius of Brilliant Stars,Sprightly Vonwacq
05ac5d85219f11eeba5b28c2dd2980ba,60,Gepard,70,Preservation,Trend of the Universal Market,60.0,3,6,8,6,2808.561,1224.973,2234.632,100.5,26.708,62.312,11.2,0.0,0.0,22.528,59.27,29.808,Knight of Purity Palace,Belobog of the Architects
05ac5d85219f11eeba5b28c2dd2980ba,60,Seele,70,The Hunt,Cruising in the Stellar Sea,70.0,4,8,8,8,2145.312,2219.256,997.869,117.0,22.832,79.111,42.348,0.0,0.0,15.12,33.696,6.48,Genius of Brilliant Stars,Space Sealing Station
05ac5d85219f11eeba5b28c2dd2980ba,60,Jing Yuan,70,Erudition,Before Dawn,70.0,3,7,8,8,2793.662,2310.853,1129.961,109.1,22.292,108.032,48.88,0.0,0.0,7.776,30.24,29.16,Band of Sizzling Thunder,Inert Salsotto
05ac5d85219f11eeba5b28c2dd2980ba,60,Clara,70,Destruction,On the Fall of an Aeon,70.0,2,8,8,8,2680.44,2698.071,948.777,96.3,53.824,97.304,18.0,0.0,0.0,0.0,19.094,34.344,Champion of Streetwise Boxing,Inert Salsotto
05ac5d86219f11eeac7f28c2dd2980ba,62,Himeko,76,Erudition,Night on the Milky Way,80.0,5,8,8,8,3052.688,3741.952,1136.615,104.36,35.637,89.139,54.88,0.0,0.0,14.368,15.984,5.184,Musketeer of Wild Wheat,Space Sealing Station
05ac5d86219f11eeac7f28c2dd2980ba,62,Natasha,79,Abundance,Time Waits for No One,80.0,7,11,11,11,6842.982,1263.313,1261.745,106.6,17.766,50.0,0.0,45.003,0.0,35.712,22.896,35.64,Passerby of Wandering Cloud,Fleet of the Ageless
05ac5d86219f11eeac7f28c2dd2980ba,62,Seele,80,The Hunt,In the Night,80.0,5,7,8,7,3063.86,2737.462,1132.759,140.032,40.496,155.316,48.88,0.0,0.0,3.888,19.872,47.304,Genius of Brilliant Stars,Space Sealing Station
05ac5d86219f11eeac7f28c2dd2980ba,62,Silver Wolf,76,Nihility,Incessant Rain,80.0,5,8,8,8,4046.74,1913.145,1219.081,136.632,56.84,56.48,52.08,0.0,0.0,24.192,77.488,18.792,Genius of Brilliant Stars,Pan-Galactic Commercial Enterprise
05ac5d87219f11ee90e528c2dd2980ba,60,Seele,79,The Hunt,Cruising in the Stellar Sea,80.0,2,7,6,7,2786.042,2879.98,1012.223,117.3,71.674,113.844,30.653,0.0,0.0,11.232,0.0,26.698,"Genius of Brilliant Stars, Musketeer of Wild Wheat",Inert Salsotto
05ac5d87219f11ee90e528c2dd2980ba,60,Tingyun,70,Harmony,"Carve the Moon, Weave the Clouds",70.0,4,8,7,6,2606.849,1897.553,914.99,147.846,10.832,56.48,18.627,0.0,9.642,6.221,3.11,20.606,Musketeer of Wild Wheat,Fleet of the Ageless
05ac5d87219f11ee90e528c2dd2980ba,60,Natasha,70,Abundance,Time Waits for No One,60.0,3,7,8,5,4257.566,1177.43,969.864,118.832,10.314,56.48,0.0,35.714,0.0,20.109,2.333,45.36,Passerby of Wandering Cloud,Fleet of the Ageless
05ac5d87219f11ee90e528c2dd2980ba,60,Yanqing,70,The Hunt,River Flows in Spring,70.0,2,6,6,6,2221.657,2035.422,852.737,122.126,7.592,124.261,39.017,0.0,0.0,27.475,17.366,29.16,"Hunter of Glacial Forest, Musketeer of Wild Wheat",Space Sealing Station
05ac5d88219f11ee801f28c2dd2980ba,61,Jing Yuan,80,Erudition,Before Dawn,80.0,5,8,9,10,3110.674,3285.662,1278.164,101.6,53.836,188.384,48.88,0.0,0.0,23.328,0.0,44.064,Band of Sizzling Thunder,Inert Salsotto
05ac5d88219f11ee801f28c2dd2980ba,61,Dan Heng,70,The Hunt,Only Silence Remains,70.0,5,8,8,8,2614.729,2517.069,851.132,119.2,46.796,125.168,64.88,0.0,0.0,8.208,12.096,20.736,Eagle of Twilight Line,
05ac5d88219f11ee801f28c2dd2980ba,61,Trailblazer,80,Preservation,We Are Wildfire,50.0,2,6,4,5,2527.507,1488.311,2412.33,99.9,5.0,103.784,0.0,0.0,0.0,6.912,7.344,27.864,Knight of Purity Palace,
05ac5d88219f11ee801f28c2dd2980ba,61,Tingyun,70,Harmony,"Carve the Moon, Weave the Clouds",70.0,5,8,10,7,2740.91,2253.683,952.99,135.532,20.552,100.544,13.2,0.0,16.174,14.256,0.0,0.0,"Band of Sizzling Thunder, Musketeer of Wild Wheat",Belobog of the Architects
05ac5d89219f11eeb8a928c2dd2980ba,61,Seele,70,The Hunt,Sleep Like the Dead,70.0,4,7,6,6,3221.401,1840.129,978.711,142.632,47.898,142.348,42.348,0.0,0.0,0.0,7.776,55.987,Genius of Brilliant Stars,Celestial Differentiator
05ac5d89219f11eeb8a928c2dd2980ba,61,Himeko,70,Erudition,Geniuses' Repose,60.0,4,6,6,6,2649.887,2014.233,777.72,99.6,48.122,61.016,38.369,0.0,0.0,22.144,3.888,0.0,Firesmith of Lava-Forging,Inert Salsotto
05ac5d89219f11eeb8a928c2dd2980ba,61,Clara,60,Destruction,Under the Blue Sky,60.0,2,6,5,4,2262.481,1571.56,746.943,106.632,10.508,60.368,3.2,0.0,0.0,10.8,2.765,21.384,"Guard of Wuthering Snow, Musketeer of Wild Wheat",Fleet of the Ageless
05ac5d8a219f11eea5e128c2dd2980ba,60,Seele,75,The Hunt,Sleep Like the Dead,80.0,5,9,9,9,2563.172,3078.851,983.412,129.3,51.154,129.329,0.0,0.0,0.0,13.133,13.219,8.813,Musketeer of Wild Wheat,Inert Salsotto
05ac5d8a219f11eea5e128c2dd2980ba,60,Jing Yuan,70,Erudition,The Seriousness of Breakfast,70.0,5,8,8,8,2662.613,2452.59,971.513,103.0,55.016,72.68,42.348,0.0,0.0,24.192,15.984,0.0,Band of Sizzling Thunder,Inert Salsotto
05ac5d8a219f11eea5e128c2dd2980ba,60,Silver Wolf,68,Nihility,Before the Tutorial Mission Starts,70.0,5,8,8,8,2586.086,1528.215,749.429,133.232,10.314,67.107,3.2,0.0,10.326,9.331,104.738,46.645,Thief of Shooting Meteor,Pan-Galactic Commercial Enterprise
05ac5d8b219f11eea9d128c2dd2980ba,61,Bronya,80,Harmony,Past and Future,70.0,5,8,10,7,3243.852,2372.471,1263.312,99.0,14.396,179.94,26.0,0.0,24.439,19.552,0.0,11.664,Eagle of Twilight Line,Sprightly Vonwacq
05ac5d8b219f11eea9d128c2dd2980ba,61,Silver Wolf,60,Nihility,Before the Tutorial Mission Starts,60.0,4,6,6,6,2209.374,1309.668,660.674,108.8,39.992,50.0,13.2,0.0,0.0,0.0,55.232,12.312,Genius of Brilliant Stars,
05ac5d8b219f11eea9d128c2dd2980ba,61,Seele,80,The Hunt,Cruising in the Stellar Sea,80.0,6,10,10,10,3004.994,3438.787,1116.647,128.2,73.488,117.864,48.88,0.0,0.0,0.0,8.208,16.848,Genius of Brilliant Stars,Celestial Differentiator
05ac5d8b219f11eea9d128c2dd2980ba,61,Yanqing,60,The Hunt,River Flows in Spring,60.0,3,5,6,4,2022.884,1841.563,777.73,111.6,50.117,61.664,52.08,0.0,0.0,15.12,6.912,18.144,Hunter of Glacial Forest,Inert Salsotto
05ac5d8c219f11eeb7c928c2dd2980ba,61,Silver Wolf,70,Nihility,In the Name of the World,70.0,5,8,8,8,3145.243,1771.188,996.313,127.632,11.156,123.483,52.08,0.0,18.351,7.776,50.672,32.2,"Genius of Brilliant Stars, Thief of Shooting Meteor",Pan-Galactic Commercial Enterprise
05ac5d8c219f11eeb7c928c2dd2980ba,61,Seele,80,The Hunt,Cruising in the Stellar Sea,80.0,6,9,9,9,2865.691,3069.285,1211.641,121.9,29.1,189.144,48.88,0.0,0.0,29.808,15.12,0.0,Genius of Brilliant Stars,Celestial Differentiator
05ac5d8c219f11eeb7c928c2dd2980ba,61,Tingyun,70,Harmony,But the Battle Isn't Over,70.0,6,10,10,10,2527.161,2231.033,978.936,145.352,13.165,118.791,35.548,0.0,15.0,3.456,12.528,43.546,Musketeer of Wild Wheat,Sprightly Vonwacq
05ac5d8c219f11eeb7c928c2dd2980ba,61,Bailu,70,Abundance,Post-Op Conversation,70.0,5,8,8,8,5492.375,1267.219,1073.139,100.6,11.48,62.96,0.0,33.003,12.0,22.662,6.912,23.328,Passerby of Wandering Cloud,Fleet of the Ageless
05ac5d8d219f11eebd5428c2dd2980ba,60,Welt,70,Nihility,Resolution Shines As Pearls of Sweat,70.0,3,8,8,7,3043.412,2104.62,890.943,102.0,15.174,134.499,45.994,0.0,0.0,10.221,3.456,0.0,Wastelander of Banditry Desert,
05ac5d8d219f11eebd5428c2dd2980ba,60,Gepard,70,Preservation,Day One of My New Life,60.0,1,2,8,7,2940.907,1183.78,2780.301,92.0,15.498,61.016,3.2,0.0,0.0,9.875,6.912,18.792,Knight of Purity Palace,Belobog of the Architects
05ac5d8d219f11eebd5428c2dd2980ba,60,Jing Yuan,71,Erudition,The Seriousness of Breakfast,70.0,1,6,8,8,2966.981,2465.75,1206.383,103.9,26.604,164.626,48.88,0.0,0.0,3.888,3.456,31.104,Band of Sizzling Thunder,Celestial Differentiator
05ac5d8e219f11eeb09028c2dd2980ba,61,Seele,70,The Hunt,Cruising in the Stellar Sea,70.0,5,7,7,7,2895.335,2719.696,1048.019,115.0,64.316,135.876,48.88,0.0,0.0,18.576,12.528,28.512,Genius of Brilliant Stars,Inert Salsotto
05ac5d8e219f11eeb09028c2dd2980ba,61,Bronya,70,Harmony,But the Battle Isn't Over,70.0,4,6,6,6,2868.663,1574.506,1058.704,99.0,26.673,119.39,11.2,0.0,26.174,14.541,0.0,0.0,Musketeer of Wild Wheat,Inert Salsotto
05ac5d8e219f11eeb09028c2dd2980ba,61,Silver Wolf,70,Nihility,Before the Tutorial Mission Starts,70.0,2,6,4,6,2349.91,2156.033,853.498,122.726,7.916,59.331,0.0,0.0,0.0,18.662,94.418,39.976,"Musketeer of Wild Wheat, Thief of Shooting Meteor",Pan-Galactic Commercial Enterprise
05ac5d8f219f11ee9d6a28c2dd2980ba,62,Jing Yuan,80,Erudition,Before Dawn,80.0,2,7,7,8,3734.792,3062.931,1051.002,105.6,65.406,181.315,48.88,0.0,0.0,12.096,6.653,18.144,Band of Sizzling Thunder,Celestial Differentiator
05ac5d8f219f11ee9d6a28c2dd2980ba,62,Trailblazer,70,Preservation,Texture of Memories,60.0,4,6,7,6,2995.352,1438.777,2714.781,120.632,19.58,60.368,0.0,0.0,0.0,8.0,42.336,11.016,Knight of Purity Palace,Fleet of the Ageless
05ac5d8f219f11ee9d6a28c2dd2980ba,62,Bronya,60,Harmony,But the Battle Isn't Over,60.0,2,4,5,2,2946.895,1409.571,773.884,122.432,10.508,146.15,6.4,0.0,23.996,21.341,0.0,22.68,Guard of Wuthering Snow,
05ac5d8f219f11ee9d6a28c2dd2980ba,62,Seele,80,The Hunt,In the Night,80.0,4,7,7,6,3441.31,2728.073,902.782,146.632,54.328,156.612,42.348,0.0,0.0,20.304,23.328,0.0,Genius of Brilliant Stars,Inert Salsotto
05ac5d90219f11eeb05528c2dd2980ba,60,Seele,80,The Hunt,In the Night,80.0,5,10,10,8,3162.135,3431.299,1074.31,126.2,73.544,105.104,48.88,0.0,0.0,0.0,23.76,22.68,Genius of Brilliant Stars,Space Sealing Station
05ac5d90219f11eeb05528c2dd2980ba,60,Silver Wolf,80,Nihility,Before the Tutorial Mission Starts,70.0,5,8,8,8,3007.589,2324.988,790.831,121.426,25.088,121.28,13.2,0.0,0.0,17.194,81.859,0.0,Genius of Brilliant Stars,Pan-Galactic Commercial Enterprise
05ac5d90219f11eeb05528c2dd2980ba,60,Tingyun,70,Harmony,"Carve the Moon, Weave the Clouds",70.0,4,7,7,6,2712.72,2028.44,855.461,123.62,16.146,137.739,18.627,0.0,11.197,0.0,3.11,33.955,Musketeer of Wild Wheat,Fleet of the Ageless
05ac5d91219f11eebe2d28c2dd2980ba,61,Seele,72,The Hunt,In the Night,80.0,5,8,9,8,2985.283,2984.678,928.99,124.9,34.081,134.58,40.171,0.0,0.0,0.0,26.093,33.955,Genius of Brilliant Stars,
05ac5d91219f11eebe2d28c2dd2980ba,61,Silver Wolf,65,Nihility,Before the Tutorial Mission Starts,60.0,2,3,2,3,2128.343,1682.222,693.154,127.646,26.565,79.678,12.753,0.0,0.0,17.366,56.912,23.328,Musketeer of Wild Wheat,Pan-Galactic Commercial Enterprise
05ac5d91219f11eebe2d28c2dd2980ba,61,Himeko,60,Erudition,Geniuses' Repose,50.0,3,6,4,4,1613.951,1850.411,682.797,96.0,25.943,55.184,6.4,0.0,0.0,10.221,12.442,63.518,Thief of Shooting Meteor,Space Sealing Station
05ac5d92219f11ee833628c2dd2980ba,60,Seele,70,The Hunt,Cruising in the Stellar Sea,70.0,5,8,8,8,2447.428,3151.972,882.339,115.0,50.484,148.636,48.88,0.0,0.0,10.8,22.464,5.184,Genius of Brilliant Stars,Celestial Differentiator
05ac5d92219f11ee833628c2dd2980ba,60,Welt,70,Nihility,Good Night and Sleep Well,60.0,4,6,6,6,2420.968,2052.894,740.576,102.0,34.147,75.331,52.08,0.0,0.0,23.872,12.442,8.813,Wastelander of Banditry Desert,Celestial Differentiator
