uid,name,element,level,cons,weapon
1c9f4094218411ee90e628c2dd2980ba,Welt,imaginary,1,0,Good Night and Sleep Well
1ca02a9c218411ee97d228c2dd2980ba,Jing Yuan,lightning,70,0,The Seriousness of Breakfast
1ca02a9c218411ee97d228c2dd2980ba,Clara,physical,70,0,A Secret Vow
1ca02a9c218411ee97d228c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca02a9c218411ee97d228c2dd2980ba,Tingyun,lightning,70,2,Dance! Dance! Dance!
1ca02a9c218411ee97d228c2dd2980ba,Natasha,physical,64,3,Post-Op Conversation
1ca02a9c218411ee97d228c2dd2980ba,Trailblazer,fire,60,5,We Are Wildfire
1ca02a9c218411ee97d228c2dd2980ba,Gepard,ice,60,0,Landau's Choice
1ca02a9c218411ee97d228c2dd2980ba,Pela,ice,60,4,Good Night and Sleep Well
1ca02a9d218411ee846528c2dd2980ba,Silver Wolf,quantum,79,2,Incessant Rain
1ca02a9d218411ee846528c2dd2980ba,Seele,quantum,73,0,In the Night
1ca02a9d218411ee846528c2dd2980ba,Yanqing,ice,69,2,Swordplay
1ca02a9d218411ee846528c2dd2980ba,Clara,physical,69,0,The Moles Welcome You
1ca02a9d218411ee846528c2dd2980ba,Tingyun,lightning,69,1,Dance! Dance! Dance!
1ca02a9d218411ee846528c2dd2980ba,Asta,fire,69,6,Memories of the Past
1ca02a9d218411ee846528c2dd2980ba,March 7th,ice,69,1,Day One of My New Life
1ca02a9d218411ee846528c2dd2980ba,Trailblazer,fire,61,5,Amber
1c9f4097218411ee8f2228c2dd2980ba,Trailblazer,fire,50,1,Texture of Memories
1c9f4097218411ee8f2228c2dd2980ba,Jing Yuan,lightning,50,0,The Birth of the Self
1c9f4097218411ee8f2228c2dd2980ba,Clara,physical,50,0,Something Irreplaceable
1c9f4097218411ee8f2228c2dd2980ba,Silver Wolf,quantum,50,0,Before the Tutorial Mission Starts
1c9f4097218411ee8f2228c2dd2980ba,Natasha,physical,50,0,Shared Feeling
1c9f4097218411ee8f2228c2dd2980ba,Asta,fire,50,1,Dance! Dance! Dance!
1c9f4097218411ee8f2228c2dd2980ba,March 7th,ice,50,5,Day One of My New Life
1c9f4097218411ee8f2228c2dd2980ba,Tingyun,lightning,40,3,Dance! Dance! Dance!
1c9f4098218411ee9c4528c2dd2980ba,Jing Yuan,lightning,70,0,Before Dawn
1c9f4098218411ee9c4528c2dd2980ba,Seele,quantum,70,0,Swordplay
1c9f4098218411ee9c4528c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1c9f4098218411ee9c4528c2dd2980ba,Trailblazer,fire,60,1,We Are Wildfire
1c9f4098218411ee9c4528c2dd2980ba,Yanqing,ice,60,0,River Flows in Spring
1c9f4098218411ee9c4528c2dd2980ba,Gepard,ice,60,0,Moment of Victory
1c9f4098218411ee9c4528c2dd2980ba,Welt,imaginary,60,1,Good Night and Sleep Well
1c9f4098218411ee9c4528c2dd2980ba,Himeko,fire,60,0,Today Is Another Peaceful Day
1ca02a9e218411ee8fa428c2dd2980ba,Trailblazer,fire,69,5,Moment of Victory
1ca02a9e218411ee8fa428c2dd2980ba,Seele,quantum,69,0,In the Night
1ca02a9e218411ee8fa428c2dd2980ba,Welt,imaginary,69,0,Resolution Shines As Pearls of Sweat
1ca02a9e218411ee8fa428c2dd2980ba,Sushang,physical,69,0,Cruising in the Stellar Sea
1ca02a9e218411ee8fa428c2dd2980ba,Tingyun,lightning,69,0,Chorus
1ca02a9e218411ee8fa428c2dd2980ba,Pela,ice,69,3,Before the Tutorial Mission Starts
1ca02a9e218411ee8fa428c2dd2980ba,Natasha,physical,69,3,Post-Op Conversation
1ca02a9e218411ee8fa428c2dd2980ba,Serval,lightning,69,6,The Seriousness of Breakfast
1ca02a9f218411ee827228c2dd2980ba,Trailblazer,fire,70,5,Day One of My New Life
1ca02a9f218411ee827228c2dd2980ba,Seele,quantum,70,0,Only Silence Remains
1ca02a9f218411ee827228c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1ca02a9f218411ee827228c2dd2980ba,Yanqing,ice,69,0,Only Silence Remains
1ca02a9f218411ee827228c2dd2980ba,Tingyun,lightning,65,6,"Carve the Moon, Weave the Clouds"
1ca02a9f218411ee827228c2dd2980ba,Clara,physical,63,0,A Secret Vow
1ca02a9f218411ee827228c2dd2980ba,Serval,lightning,61,2,Night on the Milky Way
1ca02a9f218411ee827228c2dd2980ba,Bailu,lightning,60,0,Shared Feeling
1ca02aa0218411ee99d728c2dd2980ba,Seele,quantum,69,0,In the Night
1ca02aa0218411ee99d728c2dd2980ba,Dan Heng,wind,69,1,Cruising in the Stellar Sea
1ca02aa0218411ee99d728c2dd2980ba,Serval,lightning,66,0,Make the World Clamor
1ca02aa0218411ee99d728c2dd2980ba,Trailblazer,fire,60,2,Landau's Choice
1ca02aa0218411ee99d728c2dd2980ba,Bronya,wind,60,0,Past and Future
1ca02aa0218411ee99d728c2dd2980ba,Tingyun,lightning,60,0,Memories of the Past
1ca02aa0218411ee99d728c2dd2980ba,Hook,fire,60,1,Something Irreplaceable
1ca02aa0218411ee99d728c2dd2980ba,Pela,ice,60,1,Resolution Shines As Pearls of Sweat
1ca02aa1218411ee85c528c2dd2980ba,Bailu,lightning,70,0,Post-Op Conversation
1ca02aa1218411ee85c528c2dd2980ba,Jing Yuan,lightning,70,0,The Birth of the Self
1ca02aa1218411ee85c528c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca02aa1218411ee85c528c2dd2980ba,Tingyun,lightning,70,3,Dance! Dance! Dance!
1ca02aa1218411ee85c528c2dd2980ba,Trailblazer,physical,66,6,Something Irreplaceable
1ca02aa1218411ee85c528c2dd2980ba,Silver Wolf,quantum,63,0,Before the Tutorial Mission Starts
1ca02aa1218411ee85c528c2dd2980ba,Natasha,physical,63,6,Quid Pro Quo
1ca02aa1218411ee85c528c2dd2980ba,Pela,ice,61,3,Resolution Shines As Pearls of Sweat
1ca02aa2218411ee9a0e28c2dd2980ba,Tingyun,lightning,70,1,Planetary Rendezvous
1ca02aa2218411ee9a0e28c2dd2980ba,Trailblazer,fire,69,5,Day One of My New Life
1ca02aa2218411ee9a0e28c2dd2980ba,Bailu,lightning,69,0,Quid Pro Quo
1ca02aa2218411ee9a0e28c2dd2980ba,Seele,quantum,69,0,Cruising in the Stellar Sea
1ca02aa2218411ee9a0e28c2dd2980ba,Natasha,physical,69,3,Post-Op Conversation
1ca02aa2218411ee9a0e28c2dd2980ba,Serval,lightning,69,2,The Seriousness of Breakfast
1ca02aa2218411ee9a0e28c2dd2980ba,Silver Wolf,quantum,67,0,Before the Tutorial Mission Starts
1ca02aa2218411ee9a0e28c2dd2980ba,March 7th,ice,61,5,Trend of the Universal Market
1c9f409e218411ee801128c2dd2980ba,Trailblazer,fire,60,4,Day One of My New Life
1c9f409e218411ee801128c2dd2980ba,Bailu,lightning,60,0,Shared Feeling
1c9f409e218411ee801128c2dd2980ba,Clara,physical,60,0,Something Irreplaceable
1c9f409e218411ee801128c2dd2980ba,Bronya,wind,60,0,Past and Future
1c9f409e218411ee801128c2dd2980ba,Sushang,physical,60,4,Swordplay
1c9f409e218411ee801128c2dd2980ba,Tingyun,lightning,60,2,Dance! Dance! Dance!
1c9f409e218411ee801128c2dd2980ba,Qingque,quantum,60,2,Sagacity
1c9f409e218411ee801128c2dd2980ba,Sampo,wind,60,0,Eyes of the Prey
1c9f409f218411ee886a28c2dd2980ba,Trailblazer,fire,69,5,We Are Wildfire
1c9f409f218411ee886a28c2dd2980ba,Jing Yuan,lightning,69,0,Today Is Another Peaceful Day
1c9f409f218411ee886a28c2dd2980ba,Tingyun,lightning,69,6,Planetary Rendezvous
1c9f409f218411ee886a28c2dd2980ba,Natasha,physical,69,0,Quid Pro Quo
1c9f409f218411ee886a28c2dd2980ba,Bronya,wind,65,0,Past and Future
1c9f409f218411ee886a28c2dd2980ba,March 7th,ice,60,4,Trend of the Universal Market
1c9f409f218411ee886a28c2dd2980ba,Clara,physical,59,0,On the Fall of an Aeon
1c9f409f218411ee886a28c2dd2980ba,Sushang,physical,59,1,Sleep Like the Dead
1ca02aa3218411ee965728c2dd2980ba,Trailblazer,physical,70,6,On the Fall of an Aeon
1ca02aa3218411ee965728c2dd2980ba,Jing Yuan,lightning,70,0,The Birth of the Self
1ca02aa3218411ee965728c2dd2980ba,Clara,physical,70,0,Landau's Choice
1ca02aa3218411ee965728c2dd2980ba,Seele,quantum,70,0,Swordplay
1ca02aa3218411ee965728c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1ca02aa3218411ee965728c2dd2980ba,Tingyun,lightning,70,2,"Carve the Moon, Weave the Clouds"
1ca02aa3218411ee965728c2dd2980ba,Hook,fire,70,5,Woof! Walk Time!
1ca02aa3218411ee965728c2dd2980ba,Serval,lightning,70,1,The Seriousness of Breakfast
1ca02aa4218411ee847028c2dd2980ba,Seele,quantum,70,2,In the Night
1ca02aa4218411ee847028c2dd2980ba,Jing Yuan,lightning,68,0,Today Is Another Peaceful Day
1ca02aa4218411ee847028c2dd2980ba,Trailblazer,fire,67,5,Moment of Victory
1ca02aa4218411ee847028c2dd2980ba,Silver Wolf,quantum,67,0,Before the Tutorial Mission Starts
1ca02aa4218411ee847028c2dd2980ba,March 7th,ice,67,6,Day One of My New Life
1ca02aa4218411ee847028c2dd2980ba,Bailu,lightning,65,0,Quid Pro Quo
1ca02aa4218411ee847028c2dd2980ba,Bronya,wind,65,0,But the Battle Isn't Over
1ca02aa4218411ee847028c2dd2980ba,Tingyun,lightning,65,5,Dance! Dance! Dance!
1c9f40a2218411ee807d28c2dd2980ba,Trailblazer,fire,60,0,Texture of Memories
1c9f40a2218411ee807d28c2dd2980ba,Clara,physical,60,0,Under the Blue Sky
1c9f40a2218411ee807d28c2dd2980ba,Welt,imaginary,60,0,Fermata
1c9f40a2218411ee807d28c2dd2980ba,Qingque,quantum,60,3,The Birth of the Self
1c9f40a2218411ee807d28c2dd2980ba,Pela,ice,60,1,Good Night and Sleep Well
1c9f40a2218411ee807d28c2dd2980ba,Natasha,physical,60,0,Post-Op Conversation
1c9f40a2218411ee807d28c2dd2980ba,Serval,lightning,60,0,Night on the Milky Way
1c9f40a2218411ee807d28c2dd2980ba,Asta,fire,60,2,Planetary Rendezvous
1c9f40a3218411eea0af28c2dd2980ba,Welt,imaginary,69,0,Good Night and Sleep Well
1c9f40a3218411eea0af28c2dd2980ba,Dan Heng,wind,69,2,Sleep Like the Dead
1c9f40a3218411eea0af28c2dd2980ba,Trailblazer,fire,60,5,We Are Wildfire
1c9f40a3218411eea0af28c2dd2980ba,Bronya,wind,60,0,Past and Future
1c9f40a3218411eea0af28c2dd2980ba,Natasha,physical,60,1,Post-Op Conversation
1c9f40a3218411eea0af28c2dd2980ba,Serval,lightning,60,0,Sagacity
1c9f40a3218411eea0af28c2dd2980ba,Herta,ice,60,3,The Birth of the Self
1c9f40a3218411eea0af28c2dd2980ba,Arlan,lightning,60,1,The Moles Welcome You
1ca02aa5218411eebc4828c2dd2980ba,Seele,quantum,70,0,In the Night
1ca02aa5218411eebc4828c2dd2980ba,Dan Heng,wind,70,1,Cruising in the Stellar Sea
1ca02aa5218411eebc4828c2dd2980ba,Trailblazer,fire,65,5,Landau's Choice
1ca02aa5218411eebc4828c2dd2980ba,Bailu,lightning,63,0,Time Waits for No One
1ca02aa5218411eebc4828c2dd2980ba,Gepard,ice,63,0,Day One of My New Life
1ca02aa5218411eebc4828c2dd2980ba,Bronya,wind,63,0,But the Battle Isn't Over
1ca02aa5218411eebc4828c2dd2980ba,Natasha,physical,63,6,Post-Op Conversation
1ca02aa5218411eebc4828c2dd2980ba,Tingyun,lightning,62,1,Dance! Dance! Dance!
1ca02aa6218411eebe3528c2dd2980ba,Trailblazer,fire,70,5,Trend of the Universal Market
1ca02aa6218411eebe3528c2dd2980ba,Yanqing,ice,70,0,River Flows in Spring
1ca02aa6218411eebe3528c2dd2980ba,Jing Yuan,lightning,70,0,Night on the Milky Way
1ca02aa6218411eebe3528c2dd2980ba,Clara,physical,70,0,On the Fall of an Aeon
1ca02aa6218411eebe3528c2dd2980ba,Seele,quantum,70,1,In the Night
1ca02aa6218411eebe3528c2dd2980ba,Bronya,wind,70,0,But the Battle Isn't Over
1ca02aa6218411eebe3528c2dd2980ba,Welt,imaginary,70,0,We Will Meet Again
1ca02aa6218411eebe3528c2dd2980ba,Sushang,physical,70,1,Swordplay
1ca02aa7218411eeb8ac28c2dd2980ba,Jing Yuan,lightning,70,0,Night on the Milky Way
1ca02aa7218411eeb8ac28c2dd2980ba,Seele,quantum,70,0,In the Night
1ca02aa7218411eeb8ac28c2dd2980ba,Trailblazer,fire,60,5,Landau's Choice
1ca02aa7218411eeb8ac28c2dd2980ba,Gepard,ice,60,1,Moment of Victory
1ca02aa7218411eeb8ac28c2dd2980ba,Bronya,wind,60,0,Past and Future
1ca02aa7218411eeb8ac28c2dd2980ba,Silver Wolf,quantum,60,0,Before the Tutorial Mission Starts
1ca02aa7218411eeb8ac28c2dd2980ba,Sushang,physical,60,6,Cruising in the Stellar Sea
1ca02aa7218411eeb8ac28c2dd2980ba,Tingyun,lightning,60,3,Dance! Dance! Dance!
1ca02aa8218411ee901628c2dd2980ba,Jing Yuan,lightning,80,0,Before Dawn
1ca02aa8218411ee901628c2dd2980ba,Seele,quantum,80,0,In the Night
1ca02aa8218411ee901628c2dd2980ba,Bronya,wind,80,0,But the Battle Isn't Over
1ca02aa8218411ee901628c2dd2980ba,Silver Wolf,quantum,80,2,Incessant Rain
1ca02aa8218411ee901628c2dd2980ba,Bailu,lightning,79,0,Time Waits for No One
1ca02aa8218411ee901628c2dd2980ba,Trailblazer,fire,70,5,Landau's Choice
1ca02aa8218411ee901628c2dd2980ba,Gepard,ice,70,0,Moment of Victory
1ca02aa8218411ee901628c2dd2980ba,Tingyun,lightning,70,6,Dance! Dance! Dance!
1ca02aa9218411ee80a828c2dd2980ba,Trailblazer,fire,70,5,Texture of Memories
1ca02aa9218411ee80a828c2dd2980ba,Bailu,lightning,70,0,Quid Pro Quo
1ca02aa9218411ee80a828c2dd2980ba,Yanqing,ice,70,0,Sleep Like the Dead
1ca02aa9218411ee80a828c2dd2980ba,Seele,quantum,70,0,River Flows in Spring
1ca02aa9218411ee80a828c2dd2980ba,Pela,ice,70,4,Resolution Shines As Pearls of Sweat
1ca02aa9218411ee80a828c2dd2980ba,March 7th,ice,70,5,Trend of the Universal Market
1ca02aa9218411ee80a828c2dd2980ba,Natasha,physical,60,6,Cornucopia
1ca02aa9218411ee80a828c2dd2980ba,Serval,lightning,60,2,The Seriousness of Breakfast
1ca02aaa218411eead3b28c2dd2980ba,Trailblazer,fire,70,5,Moment of Victory
1ca02aaa218411eead3b28c2dd2980ba,Bailu,lightning,70,0,Post-Op Conversation
1ca02aaa218411eead3b28c2dd2980ba,Seele,quantum,70,0,In the Night
1ca02aaa218411eead3b28c2dd2980ba,Bronya,wind,70,0,But the Battle Isn't Over
1ca02aaa218411eead3b28c2dd2980ba,Silver Wolf,quantum,70,2,Incessant Rain
1ca02aaa218411eead3b28c2dd2980ba,Sushang,physical,70,1,Swordplay
1ca02aaa218411eead3b28c2dd2980ba,Tingyun,lightning,70,1,Dance! Dance! Dance!
1ca02aaa218411eead3b28c2dd2980ba,Natasha,physical,60,5,Post-Op Conversation
1ca02aab218411eea0e128c2dd2980ba,Trailblazer,fire,75,5,Landau's Choice
1ca02aab218411eea0e128c2dd2980ba,Jing Yuan,lightning,75,0,Before Dawn
1ca02aab218411eea0e128c2dd2980ba,Seele,quantum,75,1,Sleep Like the Dead
1ca02aab218411eea0e128c2dd2980ba,Silver Wolf,quantum,75,2,Before the Tutorial Mission Starts
1ca02aab218411eea0e128c2dd2980ba,Bailu,lightning,70,0,Quid Pro Quo
1ca02aab218411eea0e128c2dd2980ba,Gepard,ice,70,0,Moment of Victory
1ca02aab218411eea0e128c2dd2980ba,Bronya,wind,70,1,But the Battle Isn't Over
1ca02aab218411eea0e128c2dd2980ba,Tingyun,lightning,70,6,"Carve the Moon, Weave the Clouds"
1c9f40ab218411eebc3228c2dd2980ba,Seele,quantum,66,0,Cruising in the Stellar Sea
1c9f40ab218411eebc3228c2dd2980ba,Trailblazer,fire,65,5,Landau's Choice
1c9f40ab218411eebc3228c2dd2980ba,Yanqing,ice,65,0,Only Silence Remains
1c9f40ab218411eebc3228c2dd2980ba,Bronya,wind,65,1,Past and Future
1c9f40ab218411eebc3228c2dd2980ba,Natasha,physical,62,1,Cornucopia
1c9f40ab218411eebc3228c2dd2980ba,Silver Wolf,quantum,60,0,Before the Tutorial Mission Starts
1c9f40ab218411eebc3228c2dd2980ba,Sushang,physical,60,0,Subscribe for More!
1c9f40ab218411eebc3228c2dd2980ba,Asta,fire,60,2,Chorus
1ca02aac218411ee8bb428c2dd2980ba,Jing Yuan,lightning,80,0,Before Dawn
1ca02aac218411ee8bb428c2dd2980ba,Silver Wolf,quantum,75,0,Before the Tutorial Mission Starts
1ca02aac218411ee8bb428c2dd2980ba,Trailblazer,fire,70,5,Moment of Victory
1ca02aac218411ee8bb428c2dd2980ba,Bailu,lightning,70,1,Perfect Timing
1ca02aac218411ee8bb428c2dd2980ba,Clara,physical,70,0,Something Irreplaceable
1ca02aac218411ee8bb428c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca02aac218411ee8bb428c2dd2980ba,Tingyun,lightning,70,4,But the Battle Isn't Over
1ca02aac218411ee8bb428c2dd2980ba,Natasha,physical,60,4,Quid Pro Quo
1ca02aad218411ee816f28c2dd2980ba,Seele,quantum,80,0,Cruising in the Stellar Sea
1ca02aad218411ee816f28c2dd2980ba,Trailblazer,fire,76,5,Moment of Victory
1ca02aad218411ee816f28c2dd2980ba,Jing Yuan,lightning,75,1,Before Dawn
1ca02aad218411ee816f28c2dd2980ba,Silver Wolf,quantum,75,0,Before the Tutorial Mission Starts
1ca02aad218411ee816f28c2dd2980ba,Natasha,physical,75,3,Post-Op Conversation
1ca02aad218411ee816f28c2dd2980ba,March 7th,ice,75,6,We Are Wildfire
1ca02aad218411ee816f28c2dd2980ba,Dan Heng,wind,73,6,River Flows in Spring
1ca02aad218411ee816f28c2dd2980ba,Welt,imaginary,70,1,In the Name of the World
1ca02aae218411ee999828c2dd2980ba,Trailblazer,fire,70,5,Moment of Victory
1ca02aae218411ee999828c2dd2980ba,Bailu,lightning,70,0,Post-Op Conversation
1ca02aae218411ee999828c2dd2980ba,Jing Yuan,lightning,70,0,The Seriousness of Breakfast
1ca02aae218411ee999828c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca02aae218411ee999828c2dd2980ba,Bronya,wind,70,0,Memories of the Past
1ca02aae218411ee999828c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1ca02aae218411ee999828c2dd2980ba,Welt,imaginary,70,1,Resolution Shines As Pearls of Sweat
1ca02aae218411ee999828c2dd2980ba,Sushang,physical,70,2,Swordplay
1ca02aaf218411ee8b8028c2dd2980ba,Seele,quantum,79,0,In the Night
1ca02aaf218411ee8b8028c2dd2980ba,Jing Yuan,lightning,75,1,Before Dawn
1ca02aaf218411ee8b8028c2dd2980ba,Silver Wolf,quantum,75,0,Before the Tutorial Mission Starts
1ca02aaf218411ee8b8028c2dd2980ba,Bailu,lightning,70,0,Quid Pro Quo
1ca02aaf218411ee8b8028c2dd2980ba,Tingyun,lightning,70,6,"Carve the Moon, Weave the Clouds"
1ca02aaf218411ee8b8028c2dd2980ba,Dan Heng,wind,65,4,Cruising in the Stellar Sea
1ca02aaf218411ee8b8028c2dd2980ba,Trailblazer,fire,60,5,Moment of Victory
1ca02aaf218411ee8b8028c2dd2980ba,Yanqing,ice,60,0,Only Silence Remains
1ca02ab0218411eea82f28c2dd2980ba,Seele,quantum,78,0,Cruising in the Stellar Sea
1ca02ab0218411eea82f28c2dd2980ba,Trailblazer,fire,70,4,We Are Wildfire
1ca02ab0218411eea82f28c2dd2980ba,Sushang,physical,70,2,Subscribe for More!
1ca02ab0218411eea82f28c2dd2980ba,Hook,fire,70,3,Woof! Walk Time!
1ca02ab0218411eea82f28c2dd2980ba,Dan Heng,wind,70,5,Swordplay
1ca02ab0218411eea82f28c2dd2980ba,Silver Wolf,quantum,69,1,Before the Tutorial Mission Starts
1ca02ab0218411eea82f28c2dd2980ba,Pela,ice,61,1,Good Night and Sleep Well
1ca02ab0218411eea82f28c2dd2980ba,Bronya,wind,60,1,Meshing Cogs
1ca02ab1218411eeb8cf28c2dd2980ba,Jing Yuan,lightning,69,0,The Seriousness of Breakfast
1ca02ab1218411eeb8cf28c2dd2980ba,Silver Wolf,quantum,69,0,Before the Tutorial Mission Starts
1ca02ab1218411eeb8cf28c2dd2980ba,Bailu,lightning,68,0,Quid Pro Quo
1ca02ab1218411eeb8cf28c2dd2980ba,Sushang,physical,68,3,Sleep Like the Dead
1ca02ab1218411eeb8cf28c2dd2980ba,Qingque,quantum,68,2,Today Is Another Peaceful Day
1ca02ab1218411eeb8cf28c2dd2980ba,Trailblazer,fire,67,5,Texture of Memories
1ca02ab1218411eeb8cf28c2dd2980ba,Tingyun,lightning,65,1,Meshing Cogs
1ca02ab1218411eeb8cf28c2dd2980ba,Pela,ice,65,0,Eyes of the Prey
1ca02ab2218411ee9f9b28c2dd2980ba,Yanqing,ice,70,0,Swordplay
1ca02ab2218411ee9f9b28c2dd2980ba,Jing Yuan,lightning,70,0,Before Dawn
1ca02ab2218411ee9f9b28c2dd2980ba,Gepard,ice,70,0,Landau's Choice
1ca02ab2218411ee9f9b28c2dd2980ba,Seele,quantum,70,0,In the Night
1ca02ab2218411ee9f9b28c2dd2980ba,Trailblazer,fire,60,5,Day One of My New Life
1ca02ab2218411ee9f9b28c2dd2980ba,Clara,physical,60,0,On the Fall of an Aeon
1ca02ab2218411ee9f9b28c2dd2980ba,Bronya,wind,60,0,But the Battle Isn't Over
1ca02ab2218411ee9f9b28c2dd2980ba,Tingyun,lightning,60,5,Dance! Dance! Dance!
1ca02ab3218411ee81c328c2dd2980ba,Yanqing,ice,70,0,River Flows in Spring
1ca02ab3218411ee81c328c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca02ab3218411ee81c328c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1ca02ab3218411ee81c328c2dd2980ba,Trailblazer,fire,67,5,Day One of My New Life
1ca02ab3218411ee81c328c2dd2980ba,Sushang,physical,66,2,
1ca02ab3218411ee81c328c2dd2980ba,Tingyun,lightning,65,0,Dance! Dance! Dance!
1ca02ab3218411ee81c328c2dd2980ba,Gepard,ice,60,0,Trend of the Universal Market
1ca02ab3218411ee81c328c2dd2980ba,Pela,ice,60,2,Good Night and Sleep Well
1c9f40b4218411ee84e828c2dd2980ba,Bailu,lightning,69,0,Time Waits for No One
1c9f40b4218411ee84e828c2dd2980ba,Seele,quantum,69,0,Cruising in the Stellar Sea
1c9f40b4218411ee84e828c2dd2980ba,Silver Wolf,quantum,69,0,Before the Tutorial Mission Starts
1c9f40b4218411ee84e828c2dd2980ba,Trailblazer,fire,61,4,Trend of the Universal Market
1c9f40b4218411ee84e828c2dd2980ba,Sushang,physical,61,1,Swordplay
1c9f40b4218411ee84e828c2dd2980ba,Tingyun,lightning,61,0,Dance! Dance! Dance!
1c9f40b4218411ee84e828c2dd2980ba,Natasha,physical,61,1,Shared Feeling
1c9f40b4218411ee84e828c2dd2980ba,Pela,ice,60,5,We Will Meet Again
1ca02ab4218411eea24028c2dd2980ba,Clara,physical,69,0,On the Fall of an Aeon
1ca02ab4218411eea24028c2dd2980ba,Seele,quantum,69,0,In the Night
1ca02ab4218411eea24028c2dd2980ba,Tingyun,lightning,69,1,"Carve the Moon, Weave the Clouds"
1ca02ab4218411eea24028c2dd2980ba,Gepard,ice,68,0,Landau's Choice
1ca02ab4218411eea24028c2dd2980ba,Natasha,physical,66,5,Quid Pro Quo
1ca02ab4218411eea24028c2dd2980ba,Silver Wolf,quantum,62,0,Before the Tutorial Mission Starts
1ca02ab4218411eea24028c2dd2980ba,Serval,lightning,61,3,Make the World Clamor
1ca02ab4218411eea24028c2dd2980ba,Yanqing,ice,60,0,River Flows in Spring
1ca02ab5218411eeaebe28c2dd2980ba,Trailblazer,fire,70,5,Texture of Memories
1ca02ab5218411eeaebe28c2dd2980ba,Clara,physical,70,0,Something Irreplaceable
1ca02ab5218411eeaebe28c2dd2980ba,Seele,quantum,70,1,In the Night
1ca02ab5218411eeaebe28c2dd2980ba,Bronya,wind,70,0,Past and Future
1ca02ab5218411eeaebe28c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1ca02ab5218411eeaebe28c2dd2980ba,Tingyun,lightning,70,6,"Carve the Moon, Weave the Clouds"
1ca02ab5218411eeaebe28c2dd2980ba,Natasha,physical,70,2,Post-Op Conversation
1ca02ab5218411eeaebe28c2dd2980ba,Dan Heng,wind,70,2,Cruising in the Stellar Sea
1ca02ab6218411eeaef228c2dd2980ba,Jing Yuan,lightning,70,0,Today Is Another Peaceful Day
1ca02ab6218411eeaef228c2dd2980ba,Clara,physical,70,0,Something Irreplaceable
1ca02ab6218411eeaef228c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca02ab6218411eeaef228c2dd2980ba,Tingyun,lightning,70,1,Planetary Rendezvous
1ca02ab6218411eeaef228c2dd2980ba,Asta,fire,68,0,Memories of the Past
1ca02ab6218411eeaef228c2dd2980ba,Trailblazer,fire,60,5,Trend of the Universal Market
1ca02ab6218411eeaef228c2dd2980ba,Gepard,ice,60,0,Moment of Victory
1ca02ab6218411eeaef228c2dd2980ba,Silver Wolf,quantum,60,0,Before the Tutorial Mission Starts
1ca02ab7218411ee967f28c2dd2980ba,Clara,physical,70,0,Mutual Demise
1ca02ab7218411ee967f28c2dd2980ba,Seele,quantum,70,0,River Flows in Spring
1ca02ab7218411ee967f28c2dd2980ba,Himeko,fire,70,0,Night on the Milky Way
1ca02ab7218411ee967f28c2dd2980ba,Sushang,physical,67,1,Only Silence Remains
1ca02ab7218411ee967f28c2dd2980ba,Yanqing,ice,65,0,Swordplay
1ca02ab7218411ee967f28c2dd2980ba,Trailblazer,fire,60,5,Landau's Choice
1ca02ab7218411ee967f28c2dd2980ba,Bailu,lightning,60,0,Post-Op Conversation
1ca02ab7218411ee967f28c2dd2980ba,Tingyun,lightning,60,2,Meshing Cogs
1ca02ab8218411ee9f1828c2dd2980ba,Seele,quantum,69,0,Cruising in the Stellar Sea
1ca02ab8218411ee9f1828c2dd2980ba,Silver Wolf,quantum,69,0,Incessant Rain
1ca02ab8218411ee9f1828c2dd2980ba,Tingyun,lightning,62,2,"Carve the Moon, Weave the Clouds"
1ca02ab8218411ee9f1828c2dd2980ba,Trailblazer,fire,61,5,Moment of Victory
1ca02ab8218411ee9f1828c2dd2980ba,Clara,physical,61,0,Under the Blue Sky
1ca02ab8218411ee9f1828c2dd2980ba,Welt,imaginary,61,0,In the Name of the World
1ca02ab8218411ee9f1828c2dd2980ba,Natasha,physical,61,3,Post-Op Conversation
1ca02ab8218411ee9f1828c2dd2980ba,Dan Heng,wind,61,5,Only Silence Remains
1ca02ab9218411eebd8a28c2dd2980ba,Gepard,ice,70,0,Day One of My New Life
1ca02ab9218411eebd8a28c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1ca02ab9218411eebd8a28c2dd2980ba,Sushang,physical,70,2,Sleep Like the Dead
1ca02ab9218411eebd8a28c2dd2980ba,Tingyun,lightning,70,3,Meshing Cogs
